id,sexo,edad,nivel,region,zona,tipo_establecimiento,rendimiento_promedio,rendimiento_matematicas,rendimiento_lenguaje,repitencia,trabaja,horas_trabajo_semana,particip_extraescolar,acceso_internet_hogar,nivel_ses,estructura_familiar,tiempo_traslado_min,apoyo_psicopedagogico,ema_i01,ema_i02,ema_i03,ema_i04,ema_i05,ema_i06,ema_i07,ema_i08,ema_i09,ema_i10,ema_i11,ema_i12,ema_i13,ema_i14,ema_i15,ema_i16,ema_i17,ema_i18,ema_intrinseca,ema_extrinseca,ema_desmotivacion,ema_total,eaa_i01,eaa_i02,eaa_i03,eaa_i04,eaa_i05,eaa_i06,eaa_i07,eaa_i08,eaa_i09,eaa_i10,eaa_i11,eaa_i12,eaa_i13,eaa_i14,eaa_tareas,eaa_social,eaa_total,ece_i01,ece_i02,ece_i03,ece_i04,ece_i05,ece_i06,ece_i07,ece_i08,ece_i09,ece_i10,ece_i11,ece_i12,ece_i13,ece_i14,ece_i15,ece_i16,ece_docente,ece_pares,ece_institucional,ece_total,iesa_i01,iesa_i02,iesa_i03,iesa_i04,iesa_i05,iesa_i06,iesa_i07,iesa_i08,iesa_i09,iesa_i10,iesa_i11,iesa_i12,iesa_evaluativo,iesa_carga,iesa_total
EDU-260,Mujer,18,4° Medio,Valparaíso,Urbano,Municipal,5.6,4.4,2.7,No,Sí,14,No,No,Medio,Biparental,33,Sí,3,3,2,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,2.6666666666666665,2.3333333333333335,2.1666666666666665,2.388888888888889,3,2,4,2,3,3,3,3,3,3,2,3,4,2,2.857142857142857,2.857142857142857,2.857142857142857,1,2,2,2,3,2,3,4,3,3,4,4,3,3,3,3,2,3.4,3.2,2.8125,4,3,4,3,3,4,3,2,2,3,3,2,3.5,2.5,3
EDU-261,Hombre,17,1° Medio,Biobío,Rural,Part. Subvencionado,3.3,2.2,3.2,No,No,0,No,No,Alto,Biparental,22,No,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,3,3,3,1,1.8333333333333333,2.6666666666666665,1.8333333333333333,2,2,2,4,2,4,3,2,2,1,2,1,2,3,2.7142857142857144,1.8571428571428572,2.2857142857142856,2,2,2,1,3,2,2,2,2,2,2,3,1,2,2,3,2,2,2.2,2.0625,3,3,2,3,4,3,4,3,3,1,3,1,3,2.5,2.75
EDU-262,Hombre,18,4° Medio,RM,Urbano,Part. Subvencionado,4.5,2.4,3.7,No,Sí,23,Sí,Sí,Bajo,Biparental,11,No,2,1,2,1,2,2,2,2,3,2,2,1,3,4,3,4,4,4,1.6666666666666667,2,3.6666666666666665,2.4444444444444446,2,2,2,4,4,3,3,3,2,3,2,2,3,4,2.857142857142857,2.7142857142857144,2.7857142857142856,3,2,3,2,2,2,4,3,2,1,2,2,3,2,2,1,2.3333333333333335,2.4,2,2.25,3,3,3,3,4,3,3,3,3,3,3,3,3.1666666666666665,3,3.0833333333333335
EDU-263,Hombre,18,1° Medio,Otra,Urbano,Municipal,5.3,6,5.7,Sí,No,0,No,Sí,Medio,Monoparental,9,No,4,4,3,4,2,4,1,2,1,1,1,2,2,1,1,1,1,2,3.5,1.3333333333333333,1.3333333333333333,2.0555555555555554,3,3,4,2,3,3,2,4,4,4,4,3,4,3,2.857142857142857,3.7142857142857144,3.2857142857142856,2,3,2,1,1,1,2,3,4,2,2,3,2,3,3,3,1.6666666666666667,2.6,2.8,2.3125,2,3,2,2,2,2,1,1,2,1,2,2,2.1666666666666665,1.5,1.8333333333333333
EDU-264,Hombre,15,3° Medio,Biobío,Urbano,Part. Subvencionado,6,5.6,6.2,No,No,0,No,Sí,Alto,Biparental,85,No,2,2,2,2,2,1,2,4,3,4,3,2,3,2,2,3,3,3,1.8333333333333333,3,2.6666666666666665,2.5,1,3,2,2,2,3,2,2,3,2,3,2,3,2,2.142857142857143,2.4285714285714284,2.2857142857142856,2,3,4,1,2,2,3,2,2,1,1,1,1,2,2,2,2.3333333333333335,1.8,1.6,1.9375,1,1,3,2,1,1,2,1,1,2,2,1,1.5,1.5,1.5
EDU-265,Mujer,14,4° Medio,RM,Urbano,Municipal,4.8,5.1,5.4,No,No,0,No,Sí,Bajo,Biparental,19,No,1,2,1,1,1,1,3,4,4,3,3,3,2,2,3,3,2,3,1.1666666666666667,3.3333333333333335,2.5,2.3333333333333335,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2.5714285714285716,2.7142857142857144,2.642857142857143,2,2,3,3,4,4,3,1,2,2,1,4,4,3,4,3,3,1.8,3.6,2.8125,2,2,3,2,3,4,3,3,4,3,4,3,2.6666666666666665,3.3333333333333335,3
EDU-266,Mujer,17,1° Medio,Biobío,Urbano,Part. Subvencionado,6.3,6.2,5,Sí,No,0,No,No,Medio,Monoparental,42,Sí,4,4,3,4,2,3,2,3,1,1,3,1,1,1,2,2,1,3,3.3333333333333335,1.8333333333333333,1.6666666666666667,2.2777777777777777,4,4,4,3,4,4,4,4,4,3,4,4,4,2,3.857142857142857,3.5714285714285716,3.7142857142857144,2,2,3,3,3,4,2,2,2,2,1,3,3,2,2,3,2.8333333333333335,1.8,2.6,2.4375,4,2,3,2,3,1,2,1,3,1,1,1,2.5,1.5,2
EDU-267,Mujer,18,3° Medio,RM,Urbano,Municipal,6.8,6.7,6.6,No,No,0,Sí,Sí,Bajo,Extendida,10,No,3,3,3,4,4,2,3,2,4,4,3,3,1,3,1,2,1,2,3.1666666666666665,3.1666666666666665,1.6666666666666667,2.6666666666666665,4,4,4,4,4,3,4,3,3,2,2,3,2,3,3.857142857142857,2.5714285714285716,3.2142857142857144,2,3,2,4,3,2,3,4,3,3,3,4,4,3,4,4,2.6666666666666665,3.2,3.8,3.1875,1,1,1,1,1,2,2,2,3,2,1,4,1.1666666666666667,2.3333333333333335,1.75
EDU-268,Hombre,20,4° Medio,RM,Urbano,Part. Subvencionado,4.5,4.2,5.3,No,Sí,28,No,No,Alto,Monoparental,26,No,3,2,2,1,1,1,4,4,3,4,3,3,1,2,1,2,3,3,1.6666666666666667,3.5,2,2.388888888888889,2,4,2,1,4,2,2,2,3,2,3,3,3,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,4,4,3,3,3,2,3,3,2,4,2,3,2,3,1,3.3333333333333335,2.8,2.2,2.8125,2,4,3,3,3,3,4,4,4,4,4,4,3,4,3.5
EDU-269,Mujer,14,1° Medio,Valparaíso,Rural,Municipal,6.3,6.2,4,No,Sí,15,No,Sí,Medio,Monoparental,11,No,1,2,2,3,2,3,2,2,2,2,2,3,2,4,2,1,2,3,2.1666666666666665,2.1666666666666665,2.3333333333333335,2.2222222222222223,3,3,4,3,4,3,4,4,4,4,4,4,4,3,3.4285714285714284,3.857142857142857,3.642857142857143,3,2,3,3,3,3,3,2,3,2,2,1,1,2,2,3,2.8333333333333335,2.4,1.8,2.375,3,2,3,3,3,3,2,3,3,3,2,1,2.8333333333333335,2.3333333333333335,2.5833333333333335
EDU-270,Mujer,15,4° Medio,RM,Urbano,Municipal,5.7,6.3,5.2,Sí,No,0,No,Sí,Medio,Biparental,53,No,2,2,1,1,1,2,1,2,2,1,2,3,3,1,2,3,2,3,1.5,1.8333333333333333,2.3333333333333335,1.8888888888888888,2,2,2,2,3,2,3,3,3,3,3,3,4,1,2.2857142857142856,2.857142857142857,2.5714285714285716,2,1,1,1,1,2,2,2,2,2,2,1,2,2,3,3,1.3333333333333333,2,2.2,1.8125,4,3,3,2,3,2,3,3,3,2,4,1,2.8333333333333335,2.6666666666666665,2.75
EDU-271,Mujer,14,3° Medio,Valparaíso,Urbano,Municipal,6.8,5.3,5.5,No,Sí,18,No,No,Bajo,Biparental,11,No,3,3,4,4,3,4,1,3,2,2,2,1,1,1,2,1,2,1,3.5,1.8333333333333333,1.3333333333333333,2.2222222222222223,3,4,4,4,4,4,4,3,3,2,3,3,3,2,3.857142857142857,2.7142857142857144,3.2857142857142856,2,3,2,2,4,3,2,2,2,3,2,4,2,2,2,3,2.6666666666666665,2.2,2.6,2.5,1,1,2,2,2,2,1,2,2,1,1,3,1.6666666666666667,1.6666666666666667,1.6666666666666667
EDU-272,Hombre,14,3° Medio,RM,Rural,Part. Pagado,5.7,4.4,3.8,No,No,0,No,Sí,Medio,Biparental,24,No,2,3,2,1,3,2,2,3,2,2,3,1,3,3,4,3,4,2,2.1666666666666665,2.1666666666666665,3.1666666666666665,2.5,2,2,2,3,2,2,2,3,3,3,2,3,2,4,2.142857142857143,2.857142857142857,2.5,3,3,3,3,3,4,3,3,4,2,2,2,1,2,1,3,3.1666666666666665,2.8,1.8,2.625,4,4,2,3,3,4,3,4,3,3,4,3,3.3333333333333335,3.3333333333333335,3.3333333333333335
EDU-273,Mujer,15,2° Medio,RM,Urbano,Part. Subvencionado,6.2,6.3,6.8,Sí,No,0,Sí,Sí,Medio,Biparental,14,No,4,4,4,4,4,4,2,3,2,3,3,1,1,2,2,1,2,2,4,2.3333333333333335,1.6666666666666667,2.6666666666666665,4,3,3,4,3,3,4,3,2,4,3,3,2,3,3.4285714285714284,2.857142857142857,3.142857142857143,2,1,2,3,4,2,2,3,3,3,4,3,2,2,2,3,2.3333333333333335,3,2.4,2.5625,2,1,1,1,1,2,3,1,2,2,2,1,1.3333333333333333,1.8333333333333333,1.5833333333333333
EDU-274,Hombre,15,4° Medio,RM,Urbano,Municipal,5.9,6.1,4.7,No,No,0,No,Sí,Bajo,Biparental,5,No,3,3,3,4,3,3,4,3,1,2,3,3,2,1,2,2,2,1,3.1666666666666665,2.6666666666666665,1.6666666666666667,2.5,3,3,3,3,3,4,2,4,2,4,4,3,4,2,3,3.2857142857142856,3.142857142857143,2,1,2,2,2,2,2,1,2,3,2,2,4,2,3,1,1.8333333333333333,2,2.4,2.0625,3,2,2,3,3,2,3,3,1,3,3,3,2.5,2.6666666666666665,2.5833333333333335
EDU-275,Mujer,14,2° Medio,Valparaíso,Rural,Municipal,4.5,5.5,3,No,No,0,Sí,Sí,Medio,Extendida,14,Sí,3,2,2,2,3,2,1,1,1,1,2,3,3,3,3,2,2,3,2.3333333333333335,1.5,2.6666666666666665,2.1666666666666665,3,2,3,3,3,2,2,1,2,1,2,2,2,1,2.5714285714285716,1.5714285714285714,2.0714285714285716,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,1.5,1.8,2.2,1.8125,4,3,2,3,3,2,2,1,3,2,2,2,2.8333333333333335,2,2.4166666666666665
EDU-276,Mujer,16,4° Medio,RM,Urbano,Municipal,4.3,3.1,3.5,No,No,0,Sí,Sí,Medio,Extendida,38,No,2,2,3,2,2,3,2,3,2,3,3,3,2,2,3,1,1,2,2.3333333333333335,2.6666666666666665,1.8333333333333333,2.2777777777777777,3,3,3,2,4,2,2,2,3,3,3,4,4,4,2.7142857142857144,3.2857142857142856,3,1,2,2,2,1,2,2,2,3,3,4,2,2,2,2,3,1.6666666666666667,2.8,2.2,2.1875,1,3,3,1,2,2,2,2,2,3,3,1,2,2.1666666666666665,2.0833333333333335
EDU-277,Mujer,16,2° Medio,RM,Urbano,Municipal,6.7,5.7,6.8,No,No,0,Sí,No,Alto,Biparental,47,No,3,3,3,3,4,3,3,2,2,3,3,3,1,2,1,1,3,2,3.1666666666666665,2.6666666666666665,1.6666666666666667,2.5,2,2,3,3,4,2,3,4,3,4,3,3,4,4,2.7142857142857144,3.5714285714285716,3.142857142857143,3,2,2,2,2,2,1,2,3,3,2,2,2,3,2,2,2.1666666666666665,2.2,2.2,2.1875,1,1,2,1,2,1,1,1,1,1,2,2,1.3333333333333333,1.3333333333333333,1.3333333333333333
EDU-278,Hombre,16,2° Medio,RM,Urbano,Part. Pagado,7,6.8,6.8,No,No,0,No,Sí,Bajo,Biparental,5,No,3,3,2,3,3,2,4,4,3,3,4,3,2,2,1,2,2,2,2.6666666666666665,3.5,1.8333333333333333,2.6666666666666665,4,4,3,3,3,3,3,2,4,3,3,4,4,2,3.2857142857142856,3.142857142857143,3.2142857142857144,4,4,4,4,4,4,3,2,1,3,2,4,4,3,2,3,4,2.2,3.2,3.1875,1,3,2,1,1,1,1,2,2,1,1,1,1.5,1.3333333333333333,1.4166666666666667
EDU-279,Mujer,17,2° Medio,Valparaíso,Urbano,Part. Pagado,6.5,6.7,6.7,No,No,0,Sí,Sí,Medio,Biparental,7,No,3,3,3,3,3,2,3,3,3,1,3,2,4,3,3,2,2,3,2.8333333333333335,2.5,2.8333333333333335,2.7222222222222223,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3.7142857142857144,3.5714285714285716,3.642857142857143,4,4,4,3,4,4,4,4,4,4,2,3,2,3,2,3,3.8333333333333335,3.6,2.6,3.375,1,1,1,2,2,1,2,2,2,3,2,2,1.3333333333333333,2.1666666666666665,1.75
EDU-280,Mujer,16,3° Medio,Biobío,Rural,Municipal,4.1,2.2,4.2,No,No,0,Sí,Sí,Bajo,Biparental,10,Sí,1,2,1,2,2,2,2,3,2,2,3,2,4,3,4,3,3,3,1.6666666666666667,2.3333333333333335,3.3333333333333335,2.4444444444444446,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2.5714285714285716,2.2857142857142856,2.4285714285714284,2,3,4,3,4,4,1,2,2,2,1,1,2,2,2,2,3.3333333333333335,1.6,1.8,2.3125,2,4,3,2,2,2,3,3,3,3,4,4,2.5,3.3333333333333335,2.9166666666666665
EDU-281,Hombre,14,1° Medio,RM,Rural,Part. Pagado,NA,3.2,3.4,No,No,0,No,No,Alto,Extendida,95,No,2,3,2,3,3,2,2,3,1,3,2,3,4,3,3,3,3,1,2.5,2.3333333333333335,2.8333333333333335,2.5555555555555554,1,2,2,2,1,3,2,2,1,3,2,2,3,2,1.8571428571428572,2.142857142857143,2,2,3,2,2,2,2,4,2,4,1,4,3,2,3,2,3,2.1666666666666665,3,2.6,2.5625,1,2,1,1,2,2,3,2,3,3,1,3,1.5,2.5,2
EDU-282,Mujer,17,1° Medio,RM,Urbano,Part. Pagado,6.2,6.3,6.4,No,No,0,No,Sí,Medio,Biparental,NA,Sí,2,3,3,3,4,4,3,1,2,2,1,1,2,3,2,3,2,2,3.1666666666666665,1.6666666666666667,2.3333333333333335,2.388888888888889,3,4,2,4,3,4,3,2,3,3,4,3,3,4,3.2857142857142856,3.142857142857143,3.2142857142857144,2,3,3,2,3,3,3,3,3,2,3,4,4,3,3,4,2.6666666666666665,2.8,3.6,3,2,2,1,3,3,3,2,2,2,2,2,3,2.3333333333333335,2.1666666666666665,2.25
EDU-283,Hombre,14,2° Medio,RM,Urbano,Municipal,6.9,NA,6.3,No,No,0,Sí,Sí,Bajo,Monoparental,52,No,4,3,3,3,4,4,2,2,3,1,2,4,2,1,1,2,1,1,3.5,2.3333333333333335,1.3333333333333333,2.388888888888889,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3.7142857142857144,3.7142857142857144,3.7142857142857144,3,2,4,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3.6,2.8,3.125,1,1,1,1,2,1,1,1,1,1,1,1,1.1666666666666667,1,1.0833333333333333
EDU-284,Hombre,20,1° Medio,RM,Rural,Part. Pagado,4.9,2.7,3.4,No,Sí,15,No,Sí,Alto,Biparental,NA,No,2,2,3,3,3,2,2,2,3,3,2,2,2,1,1,1,2,1,2.5,2.3333333333333335,1.3333333333333333,2.0555555555555554,2,1,1,2,3,1,3,2,3,2,3,2,3,2,1.8571428571428572,2.4285714285714284,2.142857142857143,2,1,2,2,1,1,2,3,2,4,4,3,2,2,3,4,1.5,3,2.8,2.375,1,2,2,2,2,1,4,1,3,3,2,4,1.6666666666666667,2.8333333333333335,2.25
EDU-285,Hombre,15,3° Medio,Maule,Urbano,Part. Subvencionado,3.5,4,4.1,No,Sí,NA,Sí,Sí,Bajo,Biparental,61,Sí,1,2,2,1,1,2,1,2,3,3,3,3,4,2,3,3,3,2,1.5,2.5,2.8333333333333335,2.2777777777777777,3,2,3,1,2,1,2,4,3,3,4,3,3,2,2,3.142857142857143,2.5714285714285716,2,2,2,1,2,3,2,3,1,4,1,2,3,3,2,2,2,2.2,2.4,2.1875,3,3,3,4,4,4,3,4,3,4,4,2,3.5,3.3333333333333335,3.4166666666666665
EDU-286,Mujer,17,1° Medio,RM,Rural,Municipal,6.7,6.9,6.7,No,No,0,No,No,Medio,Biparental,20,No,3,4,3,3,4,3,1,2,2,2,2,2,1,2,3,3,1,2,3.3333333333333335,1.8333333333333333,2,2.388888888888889,4,3,4,3,4,3,4,3,4,3,4,4,3,3,3.5714285714285716,3.4285714285714284,3.5,3,4,3,3,3,3,4,3,4,2,4,3,4,4,4,4,3.1666666666666665,3.4,3.8,3.4375,1,1,1,3,1,2,1,2,2,1,1,1,1.5,1.3333333333333333,1.4166666666666667
EDU-287,Mujer,17,1° Medio,RM,Rural,Municipal,6.5,6.5,5.7,No,No,0,No,Sí,Medio,Biparental,14,No,3,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2.6666666666666665,1.6666666666666667,2,2.111111111111111,4,3,3,3,4,3,4,4,3,4,3,4,4,4,3.4285714285714284,3.7142857142857144,3.5714285714285716,2,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,2.8333333333333335,2.6,3.4,2.9375,2,3,2,2,1,2,2,1,2,1,2,1,2,1.5,1.75
EDU-288,Hombre,15,4° Medio,RM,Rural,Part. Subvencionado,6.9,6.6,6.3,No,No,0,No,Sí,Alto,Otra,39,No,4,3,4,4,4,4,1,1,2,1,1,1,1,1,1,1,1,2,3.8333333333333335,1.1666666666666667,1.1666666666666667,2.0555555555555554,3,2,3,3,3,2,2,3,3,3,4,3,3,3,2.5714285714285716,3.142857142857143,2.857142857142857,3,4,2,3,3,3,4,4,4,3,2,4,3,4,3,4,3,3.4,3.6,3.3125,2,2,3,1,2,2,3,4,3,2,1,1,2,2.3333333333333335,2.1666666666666665
EDU-289,Hombre,15,3° Medio,RM,Rural,Part. Subvencionado,6.9,6.5,6.6,No,No,0,No,Sí,Alto,Monoparental,NA,No,2,2,2,2,2,1,3,2,1,1,2,3,2,1,3,4,1,2,1.8333333333333333,2,2.1666666666666665,2,3,2,4,2,2,3,2,4,4,3,2,3,3,4,2.5714285714285716,3.2857142857142856,2.9285714285714284,4,4,3,4,4,3,2,1,2,4,4,4,3,4,3,2,3.6666666666666665,2.6,3.2,3.1875,2,3,2,1,4,2,3,1,1,3,3,1,2.3333333333333335,2,2.1666666666666665
EDU-290,Mujer,19,1° Medio,RM,Urbano,Part. Subvencionado,5.2,3.7,5.4,No,Sí,8,Sí,No,Bajo,Biparental,5,No,3,3,2,2,3,3,2,2,2,2,3,2,3,2,2,3,1,3,2.6666666666666665,2.1666666666666665,2.3333333333333335,2.388888888888889,3,2,3,4,4,3,3,1,2,2,2,3,1,3,3.142857142857143,2,2.5714285714285716,2,2,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2.1666666666666665,2,1.6,1.9375,2,1,3,2,2,2,2,2,3,3,2,1,2,2.1666666666666665,2.0833333333333335
EDU-291,Hombre,16,1° Medio,Biobío,Urbano,Part. Subvencionado,5.5,6,6.3,No,No,NA,Sí,No,Bajo,Monoparental,5,No,3,2,1,2,3,2,4,4,3,3,4,3,3,3,2,4,3,2,2.1666666666666665,3.5,2.8333333333333335,2.8333333333333335,3,4,4,3,4,4,4,3,3,4,3,4,4,4,3.7142857142857144,3.5714285714285716,3.642857142857143,4,3,3,3,4,3,2,4,2,3,3,3,3,2,4,3,3.3333333333333335,2.8,3,3.0625,1,2,2,1,1,1,1,1,1,1,2,3,1.3333333333333333,1.5,1.4166666666666667
EDU-292,Hombre,16,3° Medio,Otra,Urbano,Part. Subvencionado,7,7,6.8,No,No,0,Sí,Sí,Medio,Monoparental,64,No,2,4,4,4,3,4,3,3,2,4,3,3,3,2,3,2,2,3,3.5,3,2.5,3,3,4,4,4,3,3,2,3,3,4,3,3,2,2,3.2857142857142856,2.857142857142857,3.0714285714285716,4,3,4,3,4,3,2,3,3,2,4,2,3,3,3,3,3.5,2.8,2.8,3.0625,3,2,3,2,3,3,2,2,2,3,2,4,2.6666666666666665,2.5,2.5833333333333335
EDU-293,Mujer,16,1° Medio,RM,Urbano,Municipal,4.7,4.6,3.5,No,No,0,Sí,Sí,Medio,Extendida,11,No,1,3,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,1,1.6666666666666667,2,2,1.8888888888888888,3,1,3,4,4,3,3,3,4,2,2,2,4,3,3,2.857142857142857,2.9285714285714284,2,2,2,3,2,2,4,3,2,2,3,3,4,3,3,3,2.1666666666666665,2.8,3.2,2.6875,2,2,3,3,3,3,2,2,2,2,2,2,2.6666666666666665,2,2.3333333333333335
EDU-294,Otro,15,4° Medio,RM,Urbano,Part. Subvencionado,4,2.6,2.5,No,No,0,Sí,Sí,Bajo,Extendida,21,No,3,2,3,2,2,3,2,3,3,3,1,2,2,2,2,2,2,2,2.5,2.3333333333333335,2,2.2777777777777777,3,3,3,3,3,3,3,3,2,4,3,3,2,2,3,2.7142857142857144,2.857142857142857,2,3,2,2,4,2,2,3,2,1,2,4,3,4,2,3,2.5,2,3.2,2.5625,3,1,2,3,2,2,2,3,2,3,2,1,2.1666666666666665,2.1666666666666665,2.1666666666666665
EDU-295,Hombre,14,3° Medio,Biobío,Urbano,Part. Subvencionado,NA,4.3,2.4,No,No,0,Sí,Sí,Alto,Biparental,10,No,3,4,4,3,3,4,1,2,2,1,3,2,2,2,2,1,2,1,3.5,1.8333333333333333,1.6666666666666667,2.3333333333333335,2,3,2,2,2,2,2,2,3,2,2,2,3,4,2.142857142857143,2.5714285714285716,2.357142857142857,1,3,3,2,3,2,4,3,3,3,2,2,3,2,2,1,2.3333333333333335,3,2,2.4375,4,3,4,3,3,4,3,3,4,3,1,2,3.5,2.6666666666666665,3.0833333333333335
EDU-296,Otro,18,1° Medio,Maule,Urbano,Municipal,5.6,2.4,5.3,No,No,0,No,Sí,Bajo,Otra,34,No,2,3,2,3,4,2,2,1,1,2,1,3,2,2,2,3,1,2,2.6666666666666665,1.6666666666666667,2,2.111111111111111,3,4,2,2,2,2,3,2,3,2,3,2,3,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,2,4,4,2,3,4,3,4,4,4,3,3,3,3,3,3,3.1666666666666665,3.6,3,3.25,3,2,4,3,3,4,3,3,2,2,2,2,3.1666666666666665,2.3333333333333335,2.75
EDU-297,Mujer,19,1° Medio,RM,Urbano,Municipal,5.7,3.8,3.9,No,No,0,No,Sí,Alto,Extendida,7,No,2,2,4,3,3,2,2,2,2,3,3,1,4,2,1,2,3,3,2.6666666666666665,2.1666666666666665,2.5,2.4444444444444446,3,2,2,2,3,2,2,2,2,1,2,1,2,2,2.2857142857142856,1.7142857142857142,2,1,2,2,2,2,2,1,3,3,3,2,2,4,2,2,3,1.8333333333333333,2.4,2.6,2.25,3,3,2,2,3,3,2,2,2,1,2,1,2.6666666666666665,1.6666666666666667,2.1666666666666665
EDU-298,Mujer,18,3° Medio,RM,Urbano,Part. Pagado,6,6.4,NA,No,No,0,No,Sí,Bajo,Biparental,32,No,4,3,3,3,3,3,4,3,4,4,2,3,2,2,2,2,2,3,3.1666666666666665,3.3333333333333335,2.1666666666666665,2.888888888888889,4,3,4,3,3,3,3,2,2,2,4,2,3,3,3.2857142857142856,2.5714285714285716,2.9285714285714284,1,3,3,3,4,2,3,2,2,3,3,3,3,4,3,4,2.6666666666666665,2.6,3.4,2.875,3,4,3,3,3,2,2,2,1,3,2,2,3,2,2.5
EDU-299,Mujer,15,4° Medio,Biobío,Urbano,Part. Pagado,5.1,6.1,3.4,Sí,No,0,Sí,Sí,Bajo,Biparental,32,No,1,3,2,1,3,2,4,3,2,1,3,4,2,1,2,1,3,3,2,2.8333333333333335,2,2.2777777777777777,3,3,3,3,2,3,3,3,2,3,2,2,3,1,2.857142857142857,2.2857142857142856,2.5714285714285716,3,3,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2.8333333333333335,2.8,2.6,2.75,1,1,2,2,2,1,2,2,3,2,2,3,1.5,2.3333333333333335,1.9166666666666667
EDU-300,Hombre,14,1° Medio,RM,Urbano,Municipal,5.1,5,5.6,No,No,0,Sí,Sí,Bajo,Biparental,5,No,3,3,3,4,4,3,2,2,3,2,2,4,1,1,2,1,2,2,3.3333333333333335,2.5,1.5,2.4444444444444446,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3.2857142857142856,3.2857142857142856,3.2857142857142856,2,2,2,3,1,2,3,2,2,3,1,2,2,3,2,1,2,2.2,2,2.0625,3,3,2,3,2,3,2,2,2,2,3,2,2.6666666666666665,2.1666666666666665,2.4166666666666665
EDU-301,Mujer,14,3° Medio,RM,Urbano,Municipal,3.8,2.5,2.7,No,No,0,Sí,No,Alto,Biparental,6,No,3,4,3,3,4,3,4,3,4,3,4,3,2,2,2,3,2,3,3.3333333333333335,3.5,2.3333333333333335,3.0555555555555554,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2.4285714285714284,2.2857142857142856,2.357142857142857,4,3,3,2,3,3,3,3,2,2,4,2,2,2,2,2,3,2.8,2,2.625,2,3,2,3,2,1,4,4,4,3,1,2,2.1666666666666665,3,2.5833333333333335
EDU-302,Mujer,15,2° Medio,Valparaíso,Urbano,Part. Pagado,5.7,NA,3.1,No,No,0,No,No,Alto,Biparental,5,Sí,4,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,3,1.8333333333333333,2,2.2777777777777777,3,2,3,3,3,2,3,4,4,4,4,4,3,2,2.7142857142857144,3.5714285714285716,3.142857142857143,3,2,1,3,3,1,4,3,3,2,4,3,2,2,3,3,2.1666666666666665,3.2,2.6,2.625,2,2,2,2,2,2,3,4,3,4,2,2,2,3,2.5
EDU-303,Hombre,15,2° Medio,Maule,Urbano,Part. Pagado,4,2.7,2.3,No,Sí,6,No,No,Medio,Monoparental,104,No,1,1,1,2,1,1,2,4,4,4,3,3,4,4,4,4,4,3,1.1666666666666667,3.3333333333333335,3.8333333333333335,2.7777777777777777,3,2,2,2,3,4,2,3,4,2,4,4,3,2,2.5714285714285716,3.142857142857143,2.857142857142857,2,3,2,2,3,4,1,2,2,2,2,3,4,3,3,3,2.6666666666666665,1.8,3.2,2.5625,4,4,2,2,2,2,4,4,4,3,3,3,2.6666666666666665,3.5,3.0833333333333335
EDU-304,Mujer,16,4° Medio,RM,Rural,Part. Subvencionado,4.6,3.9,2.3,No,No,0,Sí,Sí,Bajo,Biparental,13,No,2,2,1,1,2,1,2,2,3,2,3,4,2,2,1,3,2,1,1.5,2.6666666666666665,1.8333333333333333,2,2,3,2,3,2,3,3,3,2,2,3,4,2,4,2.5714285714285716,2.857142857142857,2.7142857142857144,2,3,3,2,3,3,2,3,2,1,2,2,2,3,3,1,2.6666666666666665,2,2.2,2.3125,2,2,3,2,2,2,2,3,2,1,4,4,2.1666666666666665,2.6666666666666665,2.4166666666666665
EDU-305,Hombre,14,4° Medio,RM,Urbano,Part. Subvencionado,5.9,NA,5.4,No,No,0,No,No,Bajo,Extendida,5,No,2,3,3,4,4,2,2,3,4,4,3,3,3,2,2,2,3,3,3,3.1666666666666665,2.5,2.888888888888889,4,2,3,3,3,3,2,3,3,3,4,3,3,3,2.857142857142857,3.142857142857143,3,2,2,2,2,3,3,3,3,3,3,3,2,3,1,2,3,2.3333333333333335,3,2.2,2.5,3,2,2,2,2,2,3,2,3,3,2,4,2.1666666666666665,2.8333333333333335,2.5
