id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-257,Hombre,36,Universitario,Casado/a,1,Otra,Producción,Operativo,Remoto,16,Indefinido,32,Medio,Sí,4.4,Intermedios,Nocturno,2,1,2,1,2,1,2,1,2,2,2,3,2,1,1,3,3,1,1.5,2,1.8333333333333333,1.7777777777777777,3,4,3,3,3,3,4,3,2,2,2,2,2,2,1,3,3.25,2,2.625,3,3,2,2,3,3,3,3,2,2,1,1,2,2,2.7142857142857144,1.8571428571428572,2.2857142857142856,1,2,2,2,2,2,2,3,2,3,1.8,2.4,2.1
LAB-258,Hombre,22,Media,Casado/a,0,RM,Operaciones,Profesional,Remoto,3,Indefinido,49,Bajo,Sí,1.7,Intermedios,Nocturno,3,2,3,2,2,3,2,3,3,3,3,1,2,2,2,4,1,2,2.5,2.5,2.1666666666666665,2.388888888888889,3,3,2,3,2,2,3,3,3,2,1,2,2,2,2,2,2.625,2,2.3125,2,3,2,2,2,3,4,3,3,2,3,2,3,4,2.5714285714285716,2.857142857142857,2.7142857142857144,3,1,2,2,4,4,3,4,4,4,2.4,3.8,3.1
LAB-259,Mujer,23,Media,Separado/a,0,RM,Comercial,Jefatura,Híbrido,9,Plazo fijo,41,Medio,No,4.9,Completos,Diurno,2,1,1,3,1,2,2,2,1,1,1,2,2,3,3,2,2,3,1.6666666666666667,1.5,2.5,1.8888888888888888,4,4,4,2,3,4,4,3,4,3,4,4,4,4,4,4,3.5,3.875,3.6875,2,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3.2857142857142856,3.142857142857143,2,1,2,1,3,1,1,1,2,1,1.8,1.2,1.5
LAB-260,Mujer,40,Técnico,Conviviente,5,Otra,Comercial,Profesional,Presencial,4,Plazo fijo,43,Medio,No,4.1,Completos,Diurno,2,1,1,1,2,2,2,1,1,2,3,3,1,2,1,1,1,1,1.5,2,1.1666666666666667,1.5555555555555556,3,3,3,3,4,3,4,2,4,4,4,3,4,3,4,4,3.125,3.75,3.4375,4,4,3,2,3,3,3,4,1,3,3,3,2,2,3.142857142857143,2.5714285714285716,2.857142857142857,1,2,1,1,3,2,1,1,1,1,1.6,1.2,1.4
LAB-261,Hombre,27,Media,Casado/a,5,RM,Producción,Profesional,Presencial,1,Indefinido,51,Alto,Sí,2.4,Básicos,Diurno,1,2,2,2,4,1,2,1,1,2,2,2,3,3,2,3,4,3,2,1.6666666666666667,3,2.2222222222222223,3,3,2,3,2,4,3,3,3,2,2,3,3,2,2,2,2.875,2.375,2.625,2,2,2,3,2,1,2,3,4,3,1,3,3,2,2,2.7142857142857144,2.357142857142857,2,3,1,1,3,2,2,1,1,2,2,1.6,1.8
LAB-262,Hombre,27,Media,Separado/a,1,RM,Finanzas,Operativo,Presencial,2,Plazo fijo,60,Medio,Sí,4.2,Completos,Diurno,2,3,4,4,2,4,2,2,2,2,2,3,3,1,1,1,2,2,3.1666666666666665,2.1666666666666665,1.6666666666666667,2.3333333333333335,4,3,4,4,4,3,4,3,4,3,3,4,3,4,3,3,3.625,3.375,3.5,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2.2857142857142856,2.2857142857142856,2.2857142857142856,1,1,1,1,2,1,2,1,2,1,1.2,1.4,1.3
LAB-263,Hombre,28,Técnico,Separado/a,0,Biobío,Comercial,Profesional,Híbrido,3,Plazo fijo,33,Medio,No,3.7,Básicos,Diurno,1,2,3,1,2,4,2,3,3,3,2,4,3,2,3,2,3,2,2.1666666666666665,2.8333333333333335,2.5,2.5,2,1,3,3,2,3,3,2,2,2,4,2,4,3,3,2,2.375,2.75,2.5625,2,1,2,2,1,2,2,3,3,1,1,3,1,2,1.7142857142857142,2,1.8571428571428572,2,2,1,3,2,2,3,2,3,2,2,2.4,2.2
LAB-264,Hombre,44,Universitario,Casado/a,2,Valparaíso,Comercial,Operativo,Híbrido,9,Indefinido,32,Medio,Sí,4.2,Básicos,Diurno,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1.5,1.3333333333333333,1.1666666666666667,1.3333333333333333,3,4,4,4,2,4,4,3,2,4,3,4,2,4,3,2,3.5,3,3.25,3,3,3,2,3,3,3,2,1,3,3,2,2,2,2.857142857142857,2.142857142857143,2.5,3,2,2,2,4,2,3,1,2,3,2.6,2.2,2.4
LAB-265,Hombre,22,Media,Separado/a,0,RM,Finanzas,Profesional,Remoto,3,Plazo fijo,46,Medio,Sí,4.2,Básicos,Diurno,2,1,1,2,1,3,1,2,1,1,3,3,1,1,1,1,2,1,1.6666666666666667,1.8333333333333333,1.1666666666666667,1.5555555555555556,3,3,3,3,4,3,4,3,4,2,4,4,4,4,4,3,3.25,3.625,3.4375,4,4,4,4,4,3,4,2,2,3,3,3,2,2,3.857142857142857,2.4285714285714284,3.142857142857143,2,2,2,3,4,2,2,4,3,3,2.6,2.8,2.7
LAB-266,Mujer,36,Universitario,Casado/a,2,RM,Operaciones,Profesional,Remoto,0,Indefinido,56,Medio,Sí,2.3,Básicos,Rotativo,2,4,4,4,3,3,2,3,3,2,3,2,2,4,3,2,3,3,3.3333333333333335,2.5,2.8333333333333335,2.888888888888889,3,1,4,3,3,3,4,3,4,4,3,3,3,2,3,4,3,3.25,3.125,4,4,3,4,4,2,4,3,4,3,4,4,3,2,3.5714285714285716,3.2857142857142856,3.4285714285714284,1,3,2,3,4,2,1,2,3,1,2.6,1.8,2.2
LAB-267,Mujer,35,Media,Soltero/a,0,Otra,TI,Gerencia,Presencial,3,Indefinido,43,Medio,No,3.6,Intermedios,Nocturno,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,1,1,1.1666666666666667,2.1666666666666665,1.6666666666666667,1.6666666666666667,4,3,3,4,4,3,4,2,4,4,4,4,4,4,4,2,3.375,3.75,3.5625,3,3,2,2,2,3,2,2,2,3,1,2,2,3,2.4285714285714284,2.142857142857143,2.2857142857142856,2,1,1,2,1,2,1,1,2,1,1.4,1.4,1.4
LAB-268,Mujer,38,Técnico,Soltero/a,4,RM,TI,Operativo,Híbrido,4,Indefinido,37,Medio,No,3.9,Básicos,Diurno,2,1,2,2,2,1,2,3,2,2,1,2,2,2,2,2,3,3,1.6666666666666667,2,2.3333333333333335,2,3,3,1,2,2,2,2,3,2,2,2,1,1,2,2,1,2.25,1.625,1.9375,3,3,3,4,3,4,3,3,3,3,2,2,3,2,3.2857142857142856,2.5714285714285716,2.9285714285714284,1,2,2,2,1,2,2,2,2,2,1.6,2,1.8
LAB-269,Hombre,22,Universitario,Separado/a,1,RM,Producción,Operativo,Híbrido,2,Honorarios,49,Bajo,Sí,1.9,Básicos,Rotativo,3,2,2,3,3,2,3,3,3,3,2,2,2,3,2,4,2,3,2.5,2.6666666666666665,2.6666666666666665,2.611111111111111,4,4,3,4,3,3,2,1,3,2,3,2,2,3,3,3,3,2.625,2.8125,2,3,3,3,2,3,2,3,2,2,2,2,2,1,2.5714285714285716,2,2.2857142857142856,2,2,2,2,3,2,2,2,3,1,2.2,2,2.1
LAB-270,Mujer,34,Universitario,Conviviente,0,Valparaíso,Operaciones,Operativo,Híbrido,2,Honorarios,49,Medio,Sí,3.9,Intermedios,Diurno,1,2,3,1,1,3,2,2,2,1,3,3,2,2,3,2,3,3,1.8333333333333333,2.1666666666666665,2.5,2.1666666666666665,4,3,4,4,4,3,4,3,4,3,4,4,4,3,3,1,3.625,3.25,3.4375,2,3,3,3,3,3,3,4,4,4,2,3,3,2,2.857142857142857,3.142857142857143,3,3,2,3,3,1,2,2,2,2,1,2.4,1.8,2.1
LAB-271,Mujer,31,Universitario,Conviviente,2,RM,TI,Profesional,Híbrido,6,Plazo fijo,48,Medio,Sí,2.5,Intermedios,Diurno,2,1,1,2,2,4,3,3,3,4,2,1,2,3,1,2,2,1,2,2.6666666666666665,1.8333333333333333,2.1666666666666665,3,3,3,4,3,4,3,3,3,2,4,3,3,2,4,3,3.25,3,3.125,3,2,3,3,4,3,4,3,3,2,4,3,3,3,3.142857142857143,3,3.0714285714285716,2,2,2,2,2,2,2,2,2,2,2,2,2
LAB-272,Hombre,49,Técnico,Separado/a,1,RM,Producción,Profesional,Híbrido,7,Indefinido,26,Bajo,Sí,4.8,Básicos,Diurno,1,2,3,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1.8333333333333333,1.5,1.3333333333333333,1.5555555555555556,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2.25,2.375,2.3125,2,4,3,4,4,2,3,2,2,3,2,4,2,3,3.142857142857143,2.5714285714285716,2.857142857142857,3,3,3,2,2,1,3,3,3,1,2.6,2.2,2.4
LAB-273,Hombre,27,Media,Soltero/a,1,RM,RRHH,Operativo,Presencial,1,Plazo fijo,39,Bajo,No,3.4,Completos,Diurno,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,3,3,2,1.5,1.3333333333333333,1.8333333333333333,1.5555555555555556,4,3,3,4,4,3,3,3,2,4,2,2,4,3,3,4,3.375,3,3.1875,4,3,4,3,4,4,3,3,4,3,3,4,3,4,3.5714285714285716,3.4285714285714284,3.5,3,1,3,1,2,1,2,2,1,2,2,1.6,1.8
LAB-274,Mujer,35,Técnico,Conviviente,1,RM,TI,Profesional,Híbrido,4,Indefinido,49,Alto,No,4.7,Intermedios,Diurno,2,2,3,3,4,2,2,2,2,1,3,1,2,2,2,2,2,2,2.6666666666666665,1.8333333333333333,2,2.1666666666666665,2,3,3,2,4,2,3,4,2,2,3,2,3,3,4,3,2.875,2.75,2.8125,3,4,2,4,4,3,4,2,2,3,3,1,4,3,3.4285714285714284,2.5714285714285716,3,2,1,2,1,1,2,2,2,2,1,1.4,1.8,1.6
LAB-275,Mujer,43,Técnico,Soltero/a,2,RM,Comercial,Operativo,Presencial,NA,Indefinido,48,Alto,No,4.5,Completos,Diurno,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,3,1,1.3333333333333333,1.5,1.6666666666666667,1.5,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,3.625,3.375,3.5,2,3,1,1,3,1,2,3,3,2,3,3,3,4,1.8571428571428572,3,2.4285714285714284,1,3,2,1,2,2,2,2,2,3,1.8,2.2,2
LAB-276,Mujer,29,Media,Soltero/a,0,RM,Comercial,Operativo,Remoto,5,Indefinido,47,Medio,Sí,3.6,Básicos,Diurno,2,1,2,3,2,3,2,2,1,3,3,2,2,4,2,2,2,3,2.1666666666666665,2.1666666666666665,2.5,2.2777777777777777,4,3,2,4,2,2,3,4,2,1,1,2,2,2,2,3,3,1.875,2.4375,3,3,3,3,3,2,3,3,2,1,2,2,3,2,2.857142857142857,2.142857142857143,2.5,1,2,3,2,4,2,1,3,1,2,2.4,1.8,2.1
LAB-277,Hombre,53,Universitario,Conviviente,2,RM,Producción,Operativo,Híbrido,2,Indefinido,44,Medio,Sí,4.6,Intermedios,Diurno,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1.3333333333333333,1,1.1666666666666667,1.1666666666666667,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3.75,3.875,2,3,1,2,1,3,1,2,2,3,4,1,2,3,1.8571428571428572,2.4285714285714284,2.142857142857143,2,2,1,1,3,1,2,2,2,2,1.8,1.8,1.8
LAB-278,Mujer,31,Técnico,Casado/a,2,RM,Producción,Jefatura,Híbrido,7,Indefinido,42,Alto,No,3.5,Completos,Nocturno,2,2,3,2,3,2,3,3,4,3,3,4,1,2,1,1,2,2,2.3333333333333335,3.3333333333333335,1.5,2.388888888888889,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2.75,2.875,2.8125,1,3,1,2,1,2,3,3,1,4,1,2,3,3,1.8571428571428572,2.4285714285714284,2.142857142857143,3,2,2,2,2,3,2,1,1,1,2.2,1.6,1.9
LAB-279,Hombre,22,Postgrado,Casado/a,0,Valparaíso,Operaciones,Profesional,Híbrido,0,Plazo fijo,23,Medio,Sí,4.5,Básicos,Diurno,2,1,1,1,2,1,2,2,2,2,3,1,3,2,1,3,3,2,1.3333333333333333,2,2.3333333333333335,1.8888888888888888,2,2,2,4,2,4,4,3,3,4,3,3,2,4,2,2,2.875,2.875,2.875,2,2,3,3,2,2,3,2,3,2,3,3,3,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,3,2,3,3,2,3,1,2,2,2.8,2,2.4
LAB-280,Mujer,32,Universitario,Conviviente,3,Biobío,TI,Jefatura,Presencial,3,Indefinido,30,Medio,Sí,4.5,Intermedios,Diurno,2,2,1,1,2,1,2,1,1,2,1,3,1,2,3,2,1,1,1.5,1.6666666666666667,1.6666666666666667,1.6111111111111112,4,2,3,4,3,2,3,3,3,2,3,4,2,2,3,4,3,2.875,2.9375,1,2,3,3,3,3,3,2,3,3,1,3,3,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,2,2,1,3,3,2,2,3,2,2,2.2,2.2,2.2
LAB-281,Hombre,28,Postgrado,Conviviente,1,RM,Operaciones,Operativo,Presencial,4,Plazo fijo,31,Medio,No,3.5,Básicos,Diurno,1,1,1,1,2,2,2,1,2,3,2,3,1,2,2,2,2,2,1.3333333333333333,2.1666666666666665,1.8333333333333333,1.7777777777777777,3,2,2,2,3,3,2,4,3,2,3,2,2,3,2,3,2.625,2.5,2.5625,1,1,1,1,1,2,1,3,2,1,2,2,1,1,1.1428571428571428,1.7142857142857142,1.4285714285714286,1,1,2,1,1,2,3,3,3,1,1.2,2.4,1.8
LAB-282,Hombre,41,Técnico,Casado/a,4,Antofagasta,Finanzas,Profesional,Presencial,3,Indefinido,41,Alto,Sí,3.8,Intermedios,Diurno,2,4,2,3,2,1,2,3,2,2,2,3,2,2,2,1,1,1,2.3333333333333335,2.3333333333333335,1.5,2.0555555555555554,1,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2.125,2.375,2.25,1,2,3,1,2,2,1,3,4,2,3,3,4,2,1.7142857142857142,3,2.357142857142857,1,1,2,1,4,1,1,3,2,2,1.8,1.8,1.8
LAB-283,Mujer,43,Universitario,Soltero/a,2,RM,Producción,Operativo,Híbrido,3,Indefinido,37,Bajo,Sí,3.5,Intermedios,Rotativo,2,2,2,1,1,2,1,2,1,2,2,1,2,3,3,1,2,2,1.6666666666666667,1.5,2.1666666666666665,1.7777777777777777,3,3,4,3,4,4,3,3,3,4,2,2,3,3,3,3,3.375,2.875,3.125,1,2,1,1,2,1,1,2,2,3,3,3,3,2,1.2857142857142858,2.5714285714285716,1.9285714285714286,2,1,2,1,1,2,1,1,3,1,1.4,1.6,1.5
LAB-284,Hombre,52,Universitario,Casado/a,0,RM,Producción,Profesional,Híbrido,2,Honorarios,35,Medio,No,2.9,Intermedios,Diurno,2,2,2,4,2,2,2,1,2,1,2,4,1,1,2,2,1,2,2.3333333333333335,2,1.5,1.9444444444444444,4,4,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3.25,3.125,3.1875,4,3,4,2,3,2,3,3,1,2,2,2,3,3,3,2.2857142857142856,2.642857142857143,3,3,2,3,3,2,3,2,1,3,2.8,2.2,2.5
LAB-285,Hombre,37,Postgrado,Separado/a,1,Antofagasta,TI,Profesional,Presencial,11,Honorarios,55,Medio,Sí,2.4,Completos,Diurno,3,1,1,2,2,3,4,2,3,3,3,3,3,2,2,2,3,4,2,3,2.6666666666666665,2.5555555555555554,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3.75,3.625,3.6875,1,3,1,2,2,1,1,2,3,3,3,2,3,2,1.5714285714285714,2.5714285714285716,2.0714285714285716,2,2,4,2,2,3,2,2,3,3,2.4,2.6,2.5
LAB-286,Mujer,38,Postgrado,Casado/a,1,RM,TI,Operativo,Presencial,12,Indefinido,49,Bajo,No,3.3,Completos,Rotativo,3,1,2,2,2,1,3,2,3,2,1,3,3,2,3,4,3,3,1.8333333333333333,2.3333333333333335,3,2.388888888888889,3,3,4,4,3,3,3,3,4,4,3,3,4,4,2,3,3.25,3.375,3.3125,3,2,2,3,3,3,3,3,2,3,2,2,2,3,2.7142857142857144,2.4285714285714284,2.5714285714285716,2,4,4,3,2,2,2,2,2,4,3,2.4,2.7
LAB-287,Hombre,35,Media,Conviviente,2,RM,Operaciones,Profesional,Presencial,1,Indefinido,51,Bajo,No,1.4,Completos,Nocturno,3,2,3,4,3,1,1,3,3,2,2,3,2,2,3,2,3,3,2.6666666666666665,2.3333333333333335,2.5,2.5,2,2,1,2,2,2,1,3,3,3,2,2,2,2,4,2,1.875,2.5,2.1875,2,3,3,3,2,2,2,4,2,3,4,3,3,2,2.4285714285714284,3,2.7142857142857144,3,4,3,3,3,3,2,3,3,1,3.2,2.4,2.8
LAB-288,Mujer,51,Universitario,Separado/a,3,Valparaíso,Producción,Profesional,Presencial,8,Indefinido,42,Bajo,No,3.8,Básicos,Rotativo,2,2,2,2,1,3,3,2,2,2,1,2,2,2,3,2,3,2,2,2,2.3333333333333335,2.111111111111111,3,3,3,2,3,3,3,3,1,2,1,3,2,2,3,2,2.875,2,2.4375,2,1,2,4,3,3,3,2,4,2,2,2,1,3,2.5714285714285716,2.2857142857142856,2.4285714285714284,2,2,1,2,3,2,2,2,2,1,2,1.8,1.9
LAB-289,Hombre,54,Técnico,Otro,2,RM,Comercial,Profesional,Remoto,NA,Plazo fijo,53,Bajo,No,2.9,Básicos,Diurno,2,2,1,2,1,1,2,2,3,3,2,2,2,2,2,3,2,2,1.5,2.3333333333333335,2.1666666666666665,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,3,3,2,2.75,2.375,2,3,4,2,1,3,2,3,2,3,3,4,4,3,2.4285714285714284,3.142857142857143,2.7857142857142856,2,3,3,4,2,3,4,2,2,2,2.8,2.6,2.7
LAB-290,Mujer,37,Universitario,Soltero/a,0,Antofagasta,Operaciones,Profesional,Presencial,7,Indefinido,48,Bajo,No,1.6,Básicos,Diurno,3,3,4,3,4,2,3,4,4,3,3,2,4,3,3,4,2,4,3.1666666666666665,3.1666666666666665,3.3333333333333335,3.2222222222222223,2,4,2,3,4,3,2,2,3,3,3,3,2,2,3,2,2.75,2.625,2.6875,2,1,1,1,1,1,1,3,3,2,3,3,2,2,1.1428571428571428,2.5714285714285716,1.8571428571428572,2,2,4,3,2,2,2,2,2,3,2.6,2.2,2.4
LAB-291,Mujer,38,Postgrado,Soltero/a,3,Biobío,RRHH,Profesional,Híbrido,3,Indefinido,39,Medio,No,4.2,Básicos,Diurno,1,2,2,3,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2.1666666666666665,1.1666666666666667,1.8333333333333333,1.7222222222222223,4,3,4,3,3,3,4,3,3,2,1,2,2,2,3,3,3.375,2.25,2.8125,1,1,2,3,1,2,2,4,3,2,2,3,3,3,1.7142857142857142,2.857142857142857,2.2857142857142856,2,2,2,1,1,1,2,1,1,2,1.6,1.4,1.5
LAB-292,Hombre,31,Técnico,Casado/a,2,Antofagasta,RRHH,Profesional,Presencial,3,Indefinido,28,Alto,Sí,3.2,Intermedios,Diurno,3,4,4,2,3,3,4,3,4,4,4,2,4,4,4,3,4,4,3.1666666666666665,3.5,3.8333333333333335,3.5,4,2,2,3,3,4,2,3,2,2,2,2,2,3,2,3,2.875,2.25,2.5625,2,3,2,4,2,3,3,2,4,3,2,3,2,2,2.7142857142857144,2.5714285714285716,2.642857142857143,3,4,4,3,2,2,3,3,4,3,3.2,3,3.1
LAB-293,Mujer,42,Universitario,Casado/a,2,RM,Operaciones,Profesional,Presencial,4,Plazo fijo,41,Alto,Sí,4.4,Básicos,Diurno,1,2,2,3,2,2,4,3,2,2,3,2,2,3,2,2,2,2,2,2.6666666666666665,2.1666666666666665,2.2777777777777777,3,2,2,2,2,3,1,2,3,4,3,4,3,2,3,2,2.125,3,2.5625,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2.142857142857143,2.4285714285714284,2.2857142857142856,2,3,3,3,2,2,3,4,3,4,2.6,3.2,2.9
LAB-294,Hombre,58,Universitario,Otro,0,Valparaíso,RRHH,Operativo,Remoto,1,Honorarios,51,Bajo,No,3.3,Completos,Diurno,2,1,2,1,2,3,2,2,2,1,2,2,2,1,3,3,2,2,1.8333333333333333,1.8333333333333333,2.1666666666666665,1.9444444444444444,3,3,3,3,3,3,4,2,3,3,3,4,2,3,2,3,3,2.875,2.9375,4,4,3,4,3,4,4,2,2,2,2,2,2,4,3.7142857142857144,2.2857142857142856,3,2,2,3,2,2,2,1,2,2,2,2.2,1.8,2
LAB-295,Mujer,30,Media,Separado/a,0,RM,Operaciones,Operativo,Remoto,12,Indefinido,54,Medio,No,4.4,Intermedios,Diurno,1,1,1,1,2,3,1,2,1,1,2,3,1,1,1,1,1,1,1.5,1.6666666666666667,1,1.3888888888888888,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3.875,3.875,3.875,3,4,2,3,4,3,4,3,4,3,4,4,4,4,3.2857142857142856,3.7142857142857144,3.5,1,1,1,1,3,1,1,2,1,1,1.4,1.2,1.3
LAB-296,Otro,53,Técnico,Soltero/a,0,RM,Operaciones,Jefatura,Presencial,10,Indefinido,36,Medio,No,2.9,Básicos,Nocturno,2,3,2,2,1,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2.3333333333333335,2,2.111111111111111,4,4,3,3,3,3,3,2,4,3,2,2,3,2,2,4,3.125,2.75,2.9375,4,4,4,4,4,4,4,2,3,4,2,2,3,3,4,2.7142857142857144,3.357142857142857,1,2,2,2,1,2,3,2,2,2,1.6,2.2,1.9
LAB-297,Hombre,30,Postgrado,Casado/a,2,RM,Operaciones,Gerencia,Híbrido,3,Indefinido,30,Medio,Sí,4.8,Básicos,Diurno,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1.1666666666666667,1.5,1.2222222222222223,4,3,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3.5,3.625,3.5625,4,3,4,3,4,3,3,3,3,3,2,4,4,4,3.4285714285714284,3.2857142857142856,3.357142857142857,1,2,1,1,1,2,2,2,1,2,1.2,1.8,1.5
LAB-298,Mujer,44,Técnico,Soltero/a,3,RM,RRHH,Gerencia,Híbrido,24,Plazo fijo,42,Medio,Sí,3.6,Intermedios,Rotativo,1,2,1,1,1,2,2,3,4,3,2,4,3,3,3,2,3,3,1.3333333333333333,3,2.8333333333333335,2.388888888888889,4,4,3,3,3,3,4,1,3,3,3,3,3,1,3,2,3.125,2.625,2.875,3,3,2,4,3,3,2,2,2,2,3,2,2,2,2.857142857142857,2.142857142857143,2.5,2,1,1,2,2,1,1,1,1,2,1.6,1.2,1.4
LAB-299,Mujer,41,Técnico,Casado/a,0,Valparaíso,Finanzas,Operativo,Presencial,7,Plazo fijo,39,Medio,No,3.8,Intermedios,Nocturno,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,3,3,1,1.3333333333333333,1.5,2,1.6111111111111112,4,3,4,2,3,2,3,3,4,2,4,4,3,3,4,2,3,3.25,3.125,2,3,3,2,3,4,2,1,1,3,2,1,2,2,2.7142857142857144,1.7142857142857142,2.2142857142857144,2,3,2,3,3,2,3,2,2,2,2.6,2.2,2.4
LAB-300,Mujer,32,Técnico,Casado/a,3,Antofagasta,TI,Operativo,Presencial,2,Indefinido,44,Bajo,Sí,3,Intermedios,Diurno,2,3,2,1,1,2,2,2,2,2,1,4,1,2,1,1,1,1,1.8333333333333333,2.1666666666666665,1.1666666666666667,1.7222222222222223,2,3,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,2.25,2.125,3,3,2,3,2,1,2,1,2,1,1,1,2,1,2.2857142857142856,1.2857142857142858,1.7857142857142858,3,2,3,3,1,2,3,2,2,1,2.4,2,2.2
LAB-301,Mujer,40,Media,Soltero/a,0,Otra,Operaciones,Jefatura,Remoto,4,Indefinido,40,Medio,Sí,4.1,Intermedios,Rotativo,1,1,2,2,1,1,2,3,2,1,2,1,1,2,1,1,1,1,1.3333333333333333,1.8333333333333333,1.1666666666666667,1.4444444444444444,2,4,3,3,3,4,3,3,3,3,4,2,2,3,4,3,3.125,3,3.0625,4,2,3,3,3,4,4,4,2,4,3,3,3,2,3.2857142857142856,3,3.142857142857143,1,1,1,1,1,2,1,2,3,3,1,2.2,1.6
LAB-302,Mujer,42,Universitario,Separado/a,4,Antofagasta,TI,Operativo,Remoto,5,Plazo fijo,42,Alto,Sí,NA,Completos,Diurno,2,2,3,2,2,3,2,1,1,2,2,3,3,3,3,3,3,1,2.3333333333333335,1.8333333333333333,2.6666666666666665,2.2777777777777777,4,2,3,4,3,2,4,2,2,3,4,3,4,3,3,2,3,3,3,3,4,3,3,4,3,3,2,4,3,4,3,2,3,3.2857142857142856,3,3.142857142857143,1,3,1,2,3,3,3,3,2,2,2,2.6,2.3
LAB-303,Mujer,34,Media,Conviviente,2,Biobío,Operaciones,Profesional,Híbrido,9,Honorarios,60,Alto,No,1.4,Básicos,Rotativo,4,4,3,4,3,4,2,1,2,3,3,2,1,2,4,3,3,3,3.6666666666666665,2.1666666666666665,2.6666666666666665,2.8333333333333335,2,3,3,2,3,2,2,2,3,1,3,4,2,3,2,1,2.375,2.375,2.375,2,2,3,4,4,3,4,2,2,1,2,2,2,3,3.142857142857143,2,2.5714285714285716,4,4,3,3,2,4,4,4,4,4,3.2,4,3.6
LAB-304,Mujer,41,Técnico,Soltero/a,2,RM,Comercial,Profesional,Presencial,9,Honorarios,29,Medio,Sí,2.9,Intermedios,Diurno,2,2,1,1,1,3,2,2,2,2,1,1,2,2,2,2,1,2,1.6666666666666667,1.6666666666666667,1.8333333333333333,1.7222222222222223,1,2,2,1,3,2,1,3,3,2,2,2,2,1,1,3,1.875,2,1.9375,2,3,2,2,1,3,3,2,3,2,2,1,2,3,2.2857142857142856,2.142857142857143,2.2142857142857144,2,2,2,1,2,2,2,2,2,2,1.8,2,1.9
LAB-305,Mujer,35,Postgrado,Casado/a,1,RM,Producción,Operativo,Remoto,8,Plazo fijo,48,Alto,Sí,2.8,Completos,Diurno,3,4,4,2,2,2,2,4,2,3,2,3,4,2,4,3,3,3,2.8333333333333335,2.6666666666666665,3.1666666666666665,2.888888888888889,2,2,1,2,2,1,3,2,2,2,2,2,2,2,3,2,1.875,2.125,2,4,4,2,4,3,4,2,2,3,1,2,1,2,2,3.2857142857142856,1.8571428571428572,2.5714285714285716,2,2,2,1,4,3,1,1,2,2,2.2,1.8,2
