id,sexo,edad,region_origen,primera_generacion_universitaria,carrera,ano_carrera,promedio_acumulado,creditos_semestre,trabaja,horas_trabajo_semana,tipo_beca,vive_con_familia,distancia_universidad,uso_apoyo_psicologico,satisfaccion_carrera,horas_estudio_semana,actividades_extracurriculares,ere_i01,ere_i02,ere_i03,ere_i04,ere_i05,ere_i06,ere_i07,ere_i08,ere_i09,ere_i10,ere_i11,ere_i12,ere_i13,ere_i14,ere_i15,ere_i16,ere_reevaluacion,ere_supresion,ere_total,eag_i01,eag_i02,eag_i03,eag_i04,eag_i05,eag_i06,eag_i07,eag_i08,eag_i09,eag_i10,eag_i11,eag_i12,eag_i13,eag_i14,eag_conductual,eag_cognitiva,eag_total,epa_i01,epa_i02,epa_i03,epa_i04,epa_i05,epa_i06,epa_i07,epa_i08,epa_i09,epa_i10,epa_i11,epa_i12,epa_postergacion_tareas,epa_postergacion_decisiones,epa_total,cbu_i01,cbu_i02,cbu_i03,cbu_i04,cbu_i05,cbu_i06,cbu_i07,cbu_i08,cbu_i09,cbu_i10,cbu_i11,cbu_i12,cbu_i13,cbu_i14,cbu_i15,cbu_i16,cbu_i17,cbu_i18,cbu_emocional,cbu_vinculacion,cbu_satisfaccion_vital,cbu_total
INV-261,Mujer,18,RM,Sí,Psicología,3°,5.2,47,No,0,Sin beca,Sí,Local,No,5,26,No,2,2,2,3,2,1,2,2,3,2,2,3,1,2,2,4,2,2.375,2.1875,3,3,3,3,2,3,2,2,2,2,3,2,2,1,2.7142857142857144,2,2.357142857142857,1,2,2,1,2,3,2,1,3,2,1,3,1.8333333333333333,2,1.9166666666666667,4,4,4,3,4,3,3,4,3,4,3,1,2,2,3,2,4,4,3.6666666666666665,3,2.8333333333333335,3.1666666666666665
INV-262,Hombre,17,RM,No,Psicología,1°,6.4,46,No,0,Otra beca,Sí,Desplazado/a,No,3,8,No,2,2,2,2,2,3,2,3,1,1,1,1,1,1,1,1,2.25,1,1.625,1,1,2,2,1,3,1,3,4,3,4,3,3,4,1.5714285714285714,3.4285714285714284,2.5,4,4,4,4,4,2,3,4,3,4,3,4,3.6666666666666665,3.5,3.5833333333333335,2,2,1,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2.3333333333333335,2,2.111111111111111
INV-263,Mujer,19,Región sur,Sí,Trabajo Social,1°,3.5,59,Sí,13,Sin beca,Sí,Desplazado/a,No,3,21,No,1,3,2,1,2,1,2,2,3,3,3,3,3,3,2,3,1.75,2.875,2.3125,3,2,3,3,2,2,2,2,3,2,3,2,3,4,2.4285714285714284,2.7142857142857144,2.5714285714285716,2,3,2,3,2,2,2,1,1,2,3,3,2.3333333333333335,2,2.1666666666666665,4,2,3,2,3,3,2,4,3,2,2,2,2,3,2,3,3,2,2.8333333333333335,2.5,2.5,2.611111111111111
INV-264,Hombre,18,Región norte,No,Educación,1°,4.1,28,Sí,27,Gratuidad,Sí,Local,No,3,17,Sí,2,1,3,2,3,3,2,3,3,2,4,4,3,3,3,3,2.375,3.125,2.75,4,4,4,2,2,3,4,3,3,2,2,2,2,2,3.2857142857142856,2.2857142857142856,2.7857142857142856,1,2,3,2,2,2,3,3,3,2,3,3,2,2.8333333333333335,2.4166666666666665,3,3,2,2,2,3,2,3,2,2,3,2,1,2,2,3,3,2,2.5,2.3333333333333335,2.1666666666666665,2.3333333333333335
INV-265,Mujer,21,Región sur,No,Trabajo Social,4°,3.7,54,Sí,15,Otra beca,No,Desplazado/a,No,1,7,Sí,4,3,3,4,3,2,2,3,2,3,3,3,3,3,2,2,3,2.625,2.8125,1,1,2,2,2,2,2,1,1,2,3,2,3,2,1.7142857142857142,2,1.8571428571428572,2,1,2,2,2,1,2,2,2,2,2,3,1.6666666666666667,2.1666666666666665,1.9166666666666667,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2.3333333333333335,2.1666666666666665,1.8333333333333333,2.111111111111111
INV-266,Mujer,17,Región centro,No,Trabajo Social,3°,3.7,35,No,0,Sin beca,Sí,Local,No,2,1,No,1,1,1,1,1,1,1,4,3,2,3,2,3,3,2,3,1.375,2.625,2,3,3,3,1,2,2,3,3,3,2,3,2,2,4,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,2,3,2,2,2,4,4,3,4,2,3,2.3333333333333335,3.3333333333333335,2.8333333333333335,4,4,3,2,2,2,2,4,4,3,2,3,3,3,2,3,3,3,2.8333333333333335,3,2.8333333333333335,2.888888888888889
INV-267,Hombre,23,Región sur,Sí,Educación,4°,6.1,55,No,0,Sin beca,Sí,Local,No,4,38,Sí,4,3,4,4,4,2,4,3,2,2,3,2,2,2,2,3,3.5,2.25,2.875,3,2,3,2,3,2,3,2,1,2,3,2,3,4,2.5714285714285716,2.4285714285714284,2.5,3,3,2,4,2,1,2,1,3,2,1,3,2.5,2,2.25,3,3,4,4,3,4,4,4,3,4,4,3,3,2,2,2,2,2,3.5,3.6666666666666665,2.1666666666666665,3.111111111111111
INV-268,Hombre,21,Región sur,Sí,Psicología,3°,3.4,47,No,0,Gratuidad,Sí,Desplazado/a,No,1,7,Sí,2,2,2,1,1,2,1,3,3,2,2,2,4,2,2,2,1.75,2.375,2.0625,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1.8571428571428572,2.142857142857143,2,2,2,2,1,3,3,3,3,3,3,4,3,2.1666666666666665,3.1666666666666665,2.6666666666666665,2,1,2,1,2,1,1,3,3,2,2,2,2,3,2,1,2,2,1.5,2.1666666666666665,2,1.8888888888888888
INV-269,Mujer,23,RM,No,Psicología,1°,3.3,44,Sí,21,Gratuidad,No,Local,No,2,5,No,4,1,2,3,3,3,3,1,3,3,3,4,4,4,4,3,2.5,3.5,3,3,1,2,3,3,4,2,3,3,3,2,3,3,3,2.5714285714285716,2.857142857142857,2.7142857142857144,4,3,4,4,4,3,4,3,4,2,3,2,3.6666666666666665,3,3.3333333333333335,3,2,2,3,3,3,4,3,4,3,4,2,1,2,2,3,3,3,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.7777777777777777
INV-270,Otro,23,RM,Sí,Trabajo Social,4°,5.1,27,Sí,12,Gratuidad,No,Local,No,2,23,Sí,2,1,1,3,2,2,3,1,2,1,1,1,1,1,3,1,1.875,1.375,1.625,1,2,2,2,2,1,2,2,3,3,2,3,3,3,1.7142857142857142,2.7142857142857144,2.2142857142857144,1,1,2,3,2,2,3,4,3,2,2,2,1.8333333333333333,2.6666666666666665,2.25,2,2,2,2,3,3,4,3,2,2,2,2,3,4,3,2,3,4,2.3333333333333335,2.5,3.1666666666666665,2.6666666666666665
INV-271,Hombre,26,Región sur,No,Psicología,1°,5.5,46,No,0,Gratuidad,Sí,Local,No,3,9,No,3,2,4,3,2,1,3,3,2,2,2,1,2,2,1,2,2.625,1.75,2.1875,4,1,3,3,3,2,2,3,3,2,3,3,3,3,2.5714285714285716,2.857142857142857,2.7142857142857144,2,3,2,3,1,2,2,1,2,1,3,2,2.1666666666666665,1.8333333333333333,2,4,3,4,3,3,3,3,3,4,3,3,2,4,4,4,4,4,4,3.3333333333333335,3,4,3.4444444444444446
INV-272,Mujer,20,RM,No,Educación,1°,3.6,33,Sí,24,Sin beca,No,Local,No,3,18,Sí,3,3,2,2,3,3,3,3,2,3,3,3,3,4,3,2,2.75,2.875,2.8125,3,1,1,1,2,2,2,3,2,2,3,3,1,2,1.7142857142857142,2.2857142857142856,2,2,4,3,3,2,1,3,3,1,2,3,3,2.5,2.5,2.5,3,3,1,3,2,2,3,2,3,3,2,3,2,2,3,3,3,4,2.3333333333333335,2.6666666666666665,2.8333333333333335,2.611111111111111
INV-273,Mujer,22,Región sur,Sí,Otra,3°,3.2,40,Sí,22,Sin beca,No,Local,No,1,6,Sí,2,2,1,2,1,2,1,2,4,3,3,3,4,3,2,1,1.625,2.875,2.25,1,2,2,2,3,2,1,2,1,1,1,2,1,3,1.8571428571428572,1.5714285714285714,1.7142857142857142,4,3,4,4,4,2,2,3,2,4,4,3,3.5,3,3.25,1,1,1,1,1,1,1,2,1,3,2,3,1,1,2,2,1,1,1,2,1.3333333333333333,1.4444444444444444
INV-274,Hombre,22,Extranjero,Sí,Educación,4°,3.2,30,No,0,Otra beca,Sí,Local,No,1,13,No,1,2,3,1,2,3,1,2,2,3,4,2,4,1,2,1,1.875,2.375,2.125,1,1,1,1,1,2,1,3,1,2,1,2,1,3,1.1428571428571428,1.8571428571428572,1.5,1,1,2,2,1,2,3,3,3,1,2,2,1.5,2.3333333333333335,1.9166666666666667,1,2,3,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1.8333333333333333,1.5,1.6666666666666667,1.6666666666666667
INV-275,Mujer,21,RM,Sí,Educación,4°,3.9,50,No,0,Gratuidad,Sí,Local,No,2,18,Sí,2,1,1,1,1,1,2,2,3,3,3,3,3,2,2,2,1.375,2.625,2,3,3,4,3,3,3,3,3,3,2,4,3,3,3,3.142857142857143,3,3.0714285714285716,2,2,2,2,2,2,2,1,1,2,2,2,2,1.6666666666666667,1.8333333333333333,2,2,2,2,3,2,4,4,4,4,3,2,2,2,2,2,4,3,2.1666666666666665,3.5,2.5,2.7222222222222223
INV-276,Hombre,22,RM,No,Trabajo Social,4°,4.8,NA,No,0,Gratuidad,No,Desplazado/a,Sí,3,11,Sí,1,2,2,1,3,2,2,3,1,3,1,2,1,2,2,2,2,1.75,1.875,2,4,3,3,3,2,2,3,2,3,3,4,2,3,2.7142857142857144,2.857142857142857,2.7857142857142856,3,3,3,2,3,2,3,2,2,3,2,3,2.6666666666666665,2.5,2.5833333333333335,3,3,2,3,2,3,3,1,2,2,2,2,2,2,3,4,4,3,2.6666666666666665,2,3,2.5555555555555554
INV-277,Hombre,17,Región centro,No,Educación,5°,4.8,27,No,0,Beca excelencia,Sí,Desplazado/a,No,3,15,No,4,4,4,4,4,4,4,4,2,3,1,1,2,3,2,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,4,2.857142857142857,2.857142857142857,2.857142857142857,2,2,1,3,2,1,3,2,2,2,2,1,1.8333333333333333,2,1.9166666666666667,2,4,2,4,3,3,2,2,2,2,2,4,2,4,3,2,3,3,3,2.3333333333333335,2.8333333333333335,2.7222222222222223
INV-278,Mujer,19,RM,No,Psicología,4°,4.9,23,No,0,Beca excelencia,Sí,Local,No,4,19,No,1,1,1,1,1,2,1,1,3,2,3,2,3,2,3,3,1.125,2.625,1.875,2,3,2,2,2,2,2,1,2,2,3,2,1,2,2.142857142857143,1.8571428571428572,2,3,4,3,3,3,3,2,3,3,2,3,3,3.1666666666666665,2.6666666666666665,2.9166666666666665,3,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1.8333333333333333,1,1.5,1.4444444444444444
INV-279,Mujer,21,Región norte,Sí,Trabajo Social,4°,3.4,52,No,0,Gratuidad,No,Desplazado/a,No,2,11,No,3,2,3,3,2,3,4,2,3,3,3,1,2,2,3,3,2.75,2.5,2.625,3,3,3,4,3,3,3,3,2,3,3,2,2,3,3.142857142857143,2.5714285714285716,2.857142857142857,3,4,2,2,3,2,2,2,2,1,1,3,2.6666666666666665,1.8333333333333333,2.25,3,2,3,3,4,4,4,4,4,2,3,2,2,2,4,3,2,3,3.1666666666666665,3.1666666666666665,2.6666666666666665,3
INV-280,Mujer,19,RM,Sí,Educación,5°,3.6,38,No,0,Gratuidad,Sí,Desplazado/a,No,2,8,Sí,2,2,1,1,2,1,1,2,4,3,3,4,4,4,4,3,1.5,3.625,2.5625,3,1,3,2,3,2,3,1,1,2,1,1,1,2,2.4285714285714284,1.2857142857142858,1.8571428571428572,2,3,3,3,3,1,3,1,2,3,3,3,2.5,2.5,2.5,2,1,4,2,1,2,2,2,1,1,2,2,4,3,3,3,4,2,2,1.6666666666666667,3.1666666666666665,2.2777777777777777
INV-281,Mujer,20,Región sur,No,Enfermería,5°,4,44,No,0,Gratuidad,No,Desplazado/a,No,2,23,Sí,2,2,1,1,1,1,1,3,1,1,3,1,2,2,1,2,1.5,1.625,1.5625,3,4,3,4,3,4,3,4,4,3,4,4,4,3,3.4285714285714284,3.7142857142857144,3.5714285714285716,4,2,3,2,3,3,2,3,1,2,3,3,2.8333333333333335,2.3333333333333335,2.5833333333333335,2,2,1,3,1,3,3,2,3,2,3,2,2,3,3,3,3,4,2,2.5,3,2.5
INV-282,Hombre,20,RM,No,Otra,3°,4.4,26,No,0,Otra beca,Sí,Desplazado/a,Sí,2,15,Sí,3,3,3,1,2,3,2,2,3,3,2,2,2,1,3,3,2.375,2.375,2.375,2,2,1,1,1,3,2,2,2,3,2,4,2,2,1.7142857142857142,2.4285714285714284,2.0714285714285716,2,2,1,1,1,3,2,1,1,2,2,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,2,2,1,1,2,1,3,2,1,2,3,2,2,2,2,2,2,2,1.5,2.1666666666666665,2,1.8888888888888888
INV-283,Mujer,23,RM,No,Psicología,1°,3.3,32,Sí,20,Sin beca,No,Desplazado/a,No,2,27,No,2,1,1,3,2,2,3,1,3,4,3,4,4,4,4,2,1.875,3.5,2.6875,2,2,3,2,3,2,3,2,2,1,2,1,2,2,2.4285714285714284,1.7142857142857142,2.0714285714285716,3,4,3,3,4,3,3,3,4,3,3,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,2,2,3,3,2,2,4,4,4,4,3,4,2,3,3,3,3,2,2.3333333333333335,3.8333333333333335,2.6666666666666665,2.9444444444444446
INV-284,Mujer,17,RM,No,Psicología,3°,NA,30,Sí,11,Otra beca,Sí,Desplazado/a,No,3,18,No,2,2,4,3,3,3,2,3,1,2,1,1,2,1,1,3,2.75,1.5,2.125,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3.4285714285714284,3.4285714285714284,3.4285714285714284,3,3,3,2,2,2,3,3,1,3,2,3,2.5,2.5,2.5,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3.5,3.6666666666666665,3.5,3.5555555555555554
INV-285,Mujer,23,RM,No,Trabajo Social,3°,5.1,48,Sí,14,Gratuidad,Sí,Local,No,3,19,No,3,3,3,2,2,3,2,3,1,2,1,3,2,2,3,2,2.625,2,2.3125,2,4,3,3,3,4,3,2,3,3,2,3,3,2,3.142857142857143,2.5714285714285716,2.857142857142857,1,3,3,3,2,2,3,3,3,4,4,4,2.3333333333333335,3.5,2.9166666666666665,3,2,2,3,2,3,3,3,3,3,4,2,3,3,4,3,4,4,2.5,3,3.5,3
INV-286,Hombre,22,RM,No,Psicología,2°,4.8,36,No,0,Sin beca,Sí,Local,No,1,12,Sí,2,3,1,3,3,4,3,3,3,3,3,3,3,3,4,3,2.75,3.125,2.9375,2,3,2,2,2,2,2,3,4,3,4,3,3,3,2.142857142857143,3.2857142857142856,2.7142857142857144,3,2,3,2,2,2,3,2,3,1,2,1,2.3333333333333335,2,2.1666666666666665,1,1,1,1,1,2,2,3,2,2,3,2,2,2,3,2,3,2,1.1666666666666667,2.3333333333333335,2.3333333333333335,1.9444444444444444
INV-287,Hombre,23,Extranjero,Sí,Otra,4°,5,60,Sí,17,Gratuidad,No,Local,No,2,27,No,1,2,1,2,1,2,2,1,3,3,2,2,2,2,1,1,1.5,2,1.75,3,3,3,2,1,2,2,3,3,3,2,2,2,2,2.2857142857142856,2.4285714285714284,2.357142857142857,3,3,2,2,3,3,2,2,3,4,2,4,2.6666666666666665,2.8333333333333335,2.75,3,3,2,2,1,2,3,3,4,3,3,2,3,3,3,4,3,3,2.1666666666666665,3,3.1666666666666665,2.7777777777777777
INV-288,Otro,22,Extranjero,No,Psicología,2°,4,53,No,0,Otra beca,No,Desplazado/a,No,2,18,Sí,4,2,3,2,3,3,3,2,3,2,4,3,3,2,2,1,2.75,2.5,2.625,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1.8571428571428572,1.8571428571428572,1.8571428571428572,4,4,4,4,4,4,4,4,4,4,4,3,4,3.8333333333333335,3.9166666666666665,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1.6666666666666667,1.8333333333333333,2.1666666666666665,1.8888888888888888
INV-289,Mujer,21,Región sur,No,Psicología,3°,6,43,No,0,Otra beca,Sí,Local,No,4,20,No,4,4,2,3,3,3,4,3,4,2,2,2,3,3,2,3,3.25,2.625,2.9375,4,4,3,2,2,3,3,3,2,3,3,2,2,3,3,2.5714285714285716,2.7857142857142856,2,3,2,4,3,3,2,3,3,2,2,2,2.8333333333333335,2.3333333333333335,2.5833333333333335,3,3,3,3,2,4,4,3,4,4,4,3,3,4,3,2,4,3,3,3.6666666666666665,3.1666666666666665,3.2777777777777777
INV-290,Mujer,24,Región centro,No,Psicología,5°,5.1,20,No,NA,Gratuidad,Sí,Desplazado/a,No,4,16,No,3,3,3,3,2,3,2,2,1,3,3,3,4,3,3,1,2.625,2.625,2.625,4,4,4,2,4,4,4,4,4,4,3,3,2,2,3.7142857142857144,3.142857142857143,3.4285714285714284,3,1,2,2,2,2,1,1,2,2,2,2,2,1.6666666666666667,1.8333333333333333,3,4,3,3,2,3,4,3,4,3,4,4,3,2,3,3,4,3,3,3.6666666666666665,3,3.2222222222222223
INV-291,Hombre,20,Región centro,No,Educación,1°,5,49,No,0,Gratuidad,Sí,Local,No,4,18,No,2,4,3,2,2,2,3,2,1,2,3,1,2,2,2,1,2.5,1.75,2.125,4,2,3,3,4,3,2,2,3,1,2,3,3,2,3,2.2857142857142856,2.642857142857143,3,3,3,3,3,4,2,3,3,3,2,3,3.1666666666666665,2.6666666666666665,2.9166666666666665,4,4,2,3,2,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3.3333333333333335,3.5,3.2777777777777777
INV-292,Mujer,23,Región centro,No,Otra,2°,6.3,32,No,0,Sin beca,Sí,Desplazado/a,No,2,33,No,2,3,2,2,2,2,2,1,2,3,2,3,3,4,3,2,2,2.75,2.375,3,2,3,3,2,4,3,3,3,2,3,3,3,3,2.857142857142857,2.857142857142857,2.857142857142857,3,4,3,2,2,3,3,4,3,3,4,4,2.8333333333333335,3.5,3.1666666666666665,1,1,2,3,2,2,2,2,2,3,2,3,3,2,1,3,2,1,1.8333333333333333,2.3333333333333335,2,2.0555555555555554
INV-293,Hombre,23,Región sur,Sí,Otra,2°,5.3,43,No,0,Gratuidad,No,Local,Sí,3,8,No,4,3,4,4,3,4,4,4,3,2,3,2,2,3,3,2,3.75,2.5,3.125,2,2,2,1,2,2,1,3,3,3,3,3,3,3,1.7142857142857142,3,2.357142857142857,1,2,2,2,1,1,2,3,4,3,2,2,1.5,2.6666666666666665,2.0833333333333335,3,2,3,3,2,4,3,3,4,4,2,3,2,2,3,3,4,2,2.8333333333333335,3.1666666666666665,2.6666666666666665,2.888888888888889
INV-294,Hombre,20,Región sur,No,Educación,2°,6.7,41,No,0,Sin beca,Sí,Local,Sí,4,28,No,3,3,2,2,2,3,3,3,2,2,1,2,2,1,2,2,2.625,1.75,2.1875,3,4,3,4,4,3,3,4,4,4,3,4,4,4,3.4285714285714284,3.857142857142857,3.642857142857143,1,1,1,1,1,2,3,2,2,2,2,3,1.1666666666666667,2.3333333333333335,1.75,3,4,3,4,4,3,3,3,3,4,4,3,2,3,2,3,4,2,3.5,3.3333333333333335,2.6666666666666665,3.1666666666666665
INV-295,Hombre,17,Región centro,No,Psicología,4°,3.6,38,No,0,Sin beca,Sí,Local,No,2,30,No,3,2,3,1,2,3,2,2,3,3,2,4,4,4,3,3,2.25,3.25,2.75,3,2,2,2,1,2,1,3,3,3,2,3,2,1,1.8571428571428572,2.4285714285714284,2.142857142857143,1,2,4,4,4,3,4,3,2,3,3,3,3,3,3,2,3,2,2,2,2,4,3,3,3,3,4,3,3,2,2,3,3,2.1666666666666665,3.3333333333333335,2.6666666666666665,2.7222222222222223
INV-296,Mujer,24,Región sur,No,Otra,4°,NA,43,No,0,Beca excelencia,No,Desplazado/a,Sí,5,27,No,4,4,4,2,4,3,2,2,4,4,4,3,3,3,3,2,3.125,3.25,3.1875,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3.7142857142857144,3.857142857142857,1,2,2,2,2,2,2,2,3,2,2,3,1.8333333333333333,2.3333333333333335,2.0833333333333335,4,4,4,2,3,4,3,3,2,4,4,4,4,3,3,3,3,3,3.5,3.3333333333333335,3.1666666666666665,3.3333333333333335
INV-297,Mujer,22,Región centro,Sí,Enfermería,2°,3.4,57,Sí,16,Sin beca,Sí,Desplazado/a,Sí,2,22,Sí,1,1,2,1,1,1,1,1,3,1,3,2,3,4,4,3,1.125,2.875,2,2,2,2,2,3,3,2,3,2,3,2,3,2,2,2.2857142857142856,2.4285714285714284,2.357142857142857,4,3,4,2,4,3,3,3,1,3,3,3,3.3333333333333335,2.6666666666666665,3,2,3,2,3,2,2,3,2,3,2,1,1,3,4,2,2,4,4,2.3333333333333335,2,3.1666666666666665,2.5
INV-298,Hombre,27,RM,Sí,Psicología,5°,3.7,38,Sí,4,Gratuidad,Sí,Desplazado/a,No,2,13,Sí,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1.625,1.875,1.75,4,3,3,2,2,3,3,3,3,3,3,4,3,3,2.857142857142857,3.142857142857143,3,4,2,2,2,3,2,4,3,2,3,2,2,2.5,2.6666666666666665,2.5833333333333335,4,3,4,3,3,4,2,2,2,2,2,2,4,4,3,2,3,3,3.5,2,3.1666666666666665,2.888888888888889
INV-299,Hombre,23,RM,No,Otra,5°,3.7,36,No,0,Beca excelencia,No,Desplazado/a,No,3,24,No,3,3,2,3,4,3,3,1,3,2,3,3,3,4,3,2,2.75,2.875,2.8125,3,3,3,3,3,2,4,3,2,3,3,3,2,4,3,2.857142857142857,2.9285714285714284,3,3,4,3,3,3,3,3,4,3,2,3,3.1666666666666665,3,3.0833333333333335,2,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,4,3,2.5,2.6666666666666665,3,2.7222222222222223
INV-300,Hombre,21,Región sur,Sí,Educación,3°,4.5,43,No,0,Beca excelencia,No,Desplazado/a,No,3,8,No,2,1,2,2,2,1,2,1,3,3,3,2,3,2,3,2,1.625,2.625,2.125,2,2,1,2,2,3,2,3,4,3,2,3,4,3,2,3.142857142857143,2.5714285714285716,3,2,2,4,3,2,3,3,4,2,3,3,2.6666666666666665,3,2.8333333333333335,1,3,2,1,2,2,2,2,2,3,2,2,3,4,2,2,2,2,1.8333333333333333,2.1666666666666665,2.5,2.1666666666666665
INV-301,Mujer,22,RM,No,Psicología,2°,5.6,41,No,0,Sin beca,No,Local,Sí,4,28,No,2,1,2,2,2,2,2,2,3,2,3,4,2,3,2,3,1.875,2.75,2.3125,3,3,3,3,3,3,2,1,3,3,3,4,2,3,2.857142857142857,2.7142857142857144,2.7857142857142856,1,2,2,2,3,3,2,3,1,2,1,1,2.1666666666666665,1.6666666666666667,1.9166666666666667,3,3,3,3,3,2,4,4,4,4,4,2,3,3,4,2,4,4,2.8333333333333335,3.6666666666666665,3.3333333333333335,3.2777777777777777
INV-302,Mujer,23,Región centro,No,Psicología,2°,NA,NA,Sí,25,Otra beca,Sí,Local,No,3,36,No,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2.875,2,2.4375,3,2,2,1,4,3,2,4,3,3,3,4,2,4,2.4285714285714284,3.2857142857142856,2.857142857142857,4,2,3,2,3,1,2,3,2,2,2,2,2.5,2.1666666666666665,2.3333333333333335,4,2,2,2,3,2,3,4,4,4,3,3,3,2,2,3,4,2,2.5,3.5,2.6666666666666665,2.888888888888889
INV-303,Otro,19,Región centro,No,Enfermería,4°,3.5,52,No,0,Sin beca,Sí,Desplazado/a,No,1,12,Sí,1,1,1,2,1,1,2,2,3,1,2,3,3,3,4,1,1.375,2.5,1.9375,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,1.7142857142857142,1.8571428571428572,1,2,2,3,2,2,1,2,2,3,2,4,2,2.3333333333333335,2.1666666666666665,2,3,3,3,2,2,1,2,2,3,3,4,2,2,2,2,2,2,2.5,2.5,2,2.3333333333333335
INV-304,Mujer,22,Región centro,No,Enfermería,3°,3.1,55,No,0,Sin beca,No,Local,No,1,7,No,3,2,3,2,3,3,2,4,3,4,2,3,2,3,3,3,2.75,2.875,2.8125,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1.7142857142857142,1.8571428571428572,1.7857142857142858,2,2,2,3,1,2,3,3,2,3,3,2,2,2.6666666666666665,2.3333333333333335,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1.5,2,1.3333333333333333,1.6111111111111112
INV-305,Mujer,25,Región sur,Sí,Educación,5°,4,35,No,0,Sin beca,No,Local,No,NA,6,No,3,4,2,3,3,3,3,4,3,2,3,3,3,2,3,2,3.125,2.625,2.875,1,2,2,3,2,3,1,2,1,3,2,2,3,4,2,2.4285714285714284,2.2142857142857144,2,2,2,1,2,2,3,4,2,2,3,2,1.8333333333333333,2.6666666666666665,2.25,1,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,2,2,2,2.5,2.3333333333333335,2.2777777777777777
INV-306,Mujer,22,Región centro,Sí,Psicología,3°,5.9,37,No,0,Beca excelencia,No,Local,No,3,33,No,2,3,2,2,3,2,1,2,3,1,1,2,3,1,2,3,2.125,2,2.0625,3,4,3,4,4,4,4,4,3,3,3,4,4,3,3.7142857142857144,3.4285714285714284,3.5714285714285716,1,2,2,2,2,2,2,2,1,2,2,2,1.8333333333333333,1.8333333333333333,1.8333333333333333,3,3,4,3,4,3,2,3,3,4,2,4,4,4,4,4,4,4,3.3333333333333335,3,4,3.4444444444444446
INV-307,Mujer,24,RM,No,Otra,3°,5.8,59,No,0,Gratuidad,No,Desplazado/a,Sí,4,28,Sí,2,3,2,3,3,3,4,4,3,3,3,3,2,3,4,2,3,2.875,2.9375,3,3,2,3,4,3,2,4,3,3,4,3,2,4,2.857142857142857,3.2857142857142856,3.0714285714285716,3,3,2,1,3,3,2,3,2,3,3,2,2.5,2.5,2.5,3,4,2,3,3,1,3,3,3,1,2,2,3,3,2,3,2,2,2.6666666666666665,2.3333333333333335,2.5,2.5
INV-308,Mujer,23,Región sur,Sí,Trabajo Social,2°,3.8,60,Sí,23,Sin beca,No,Local,No,NA,22,No,1,2,2,2,1,1,2,1,1,3,3,3,3,2,3,2,1.5,2.5,2,2,2,1,2,2,2,1,2,4,3,3,2,2,2,1.7142857142857142,2.5714285714285716,2.142857142857143,2,2,2,3,2,2,4,4,3,3,3,4,2.1666666666666665,3.5,2.8333333333333335,3,2,2,2,2,3,2,2,1,1,2,3,2,1,2,2,3,2,2.3333333333333335,1.8333333333333333,2,2.0555555555555554
INV-309,Hombre,21,Región centro,No,Psicología,2°,4.7,60,Sí,13,Gratuidad,No,Local,No,2,27,No,3,2,1,3,2,2,2,2,4,2,2,3,2,3,3,3,2.125,2.75,2.4375,2,2,2,3,3,3,2,2,1,2,2,1,2,3,2.4285714285714284,1.8571428571428572,2.142857142857143,2,2,2,3,2,4,2,1,2,3,3,2,2.5,2.1666666666666665,2.3333333333333335,3,2,2,2,2,2,2,3,1,3,2,3,3,2,2,2,3,2,2.1666666666666665,2.3333333333333335,2.3333333333333335,2.2777777777777777
INV-310,Hombre,21,Región norte,Sí,Educación,4°,3.4,38,No,0,Gratuidad,No,Local,No,NA,25,No,4,1,1,1,1,2,1,4,1,1,1,2,1,1,1,2,1.875,1.25,1.5625,3,3,3,3,3,4,3,4,4,4,4,3,4,4,3.142857142857143,3.857142857142857,3.5,2,4,1,3,1,4,4,2,4,3,4,2,2.5,3.1666666666666665,2.8333333333333335,1,2,2,2,2,3,2,2,3,2,2,2,4,3,4,3,3,3,2,2.1666666666666665,3.3333333333333335,2.5
