id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,tipo_organizacion,anos_residencia,tipo_zona,nivel_ses,acceso_servicios_basicos,victima_delito_anio,confianza_carabineros,confianza_municipio,anos_en_organizacion,cargo_directivo,actividad_laboral,migrante,acceso_areas_verdes,esc_i01,esc_i02,esc_i03,esc_i04,esc_i05,esc_i06,esc_i07,esc_i08,esc_i09,esc_i10,esc_i11,esc_i12,esc_i13,esc_i14,esc_i15,esc_i16,esc_pertenencia,esc_influencia,esc_total,ecs_i01,ecs_i02,ecs_i03,ecs_i04,ecs_i05,ecs_i06,ecs_i07,ecs_i08,ecs_i09,ecs_i10,ecs_i11,ecs_i12,ecs_i13,ecs_i14,ecs_i15,ecs_i16,ecs_i17,ecs_i18,ecs_redes_apoyo,ecs_confianza,ecs_normas_reciprocidad,ecs_total,ebc_i01,ebc_i02,ebc_i03,ebc_i04,ebc_i05,ebc_i06,ebc_i07,ebc_i08,ebc_i09,ebc_i10,ebc_i11,ebc_i12,ebc_i13,ebc_i14,ebc_satisfaccion_barrio,ebc_cohesion,ebc_total,cps_i01,cps_i02,cps_i03,cps_i04,cps_i05,cps_i06,cps_i07,cps_i08,cps_i09,cps_i10,cps_i11,cps_i12,cps_formal,cps_informal,cps_total
SC-251,Mujer,64,Media,Casado/a,2,Valparaíso,Club deportivo,16,Urbano,Bajo,Sí,No,4,4,6,No,Independiente,No,Sí,2,3,3,2,2,3,3,4,4,3,4,4,4,3,4,3,2.75,3.625,3.1875,4,3,3,3,2,3,2,4,3,3,4,2,3,3,3,3,3,4,3,3,3.1666666666666665,3.0555555555555554,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,4,4,2,2,3,2,2,2,3,2.1666666666666665,2.5833333333333335
SC-252,Hombre,20,Técnico,Casado/a,2,RM,Voluntariado,16,Semi-rural,Bajo,Sí,No,5,NA,2,Sí,Jubilado/a,No,No,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3.5,4,3.75,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3.8333333333333335,3.8333333333333335,3.3333333333333335,3.6666666666666665,3,4,4,3,4,4,4,4,3,3,3,4,4,3,3.7142857142857144,3.4285714285714284,3.5714285714285716,3,3,2,3,2,2,3,2,2,3,2,3,2.5,2.5,2.5
SC-253,Hombre,40,Básica,Conviviente,3,Otra,Club deportivo,19,Semi-rural,Medio,No,Sí,4,5,22,No,Desempleado/a,No,No,3,3,2,2,2,2,2,1,3,2,1,2,3,2,3,2,2.125,2.25,2.1875,4,3,3,3,4,2,3,4,4,4,3,4,3,3,2,2,2,2,3.1666666666666665,3.6666666666666665,2.3333333333333335,3.0555555555555554,3,3,4,3,3,2,3,4,2,3,3,2,3,2,3,2.7142857142857144,2.857142857142857,4,4,4,4,4,3,4,3,3,3,4,4,3.8333333333333335,3.5,3.6666666666666665
SC-254,Mujer,55,Media,Separado/a,3,RM,Junta vecinos,4,Urbano,Bajo,Sí,No,3,3,33,Sí,Desempleado/a,No,Sí,3,3,3,4,4,3,2,4,4,3,4,3,3,4,3,4,3.25,3.5,3.375,2,4,4,4,4,4,4,4,3,4,4,3,3,4,2,3,2,2,3.6666666666666665,3.6666666666666665,2.6666666666666665,3.3333333333333335,2,4,3,3,3,3,4,3,3,3,4,2,3,3,3.142857142857143,3,3.0714285714285716,4,4,4,4,4,4,4,3,3,4,4,3,4,3.5,3.75
SC-255,Hombre,45,Básica,Casado/a,2,RM,Junta vecinos,4,Urbano,Bajo,No,No,2,4,6,No,Jubilado/a,No,Sí,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2.125,2.0625,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,2,2.5,2.6666666666666665,2.388888888888889,2,3,3,3,3,4,4,2,3,3,3,2,2,2,3.142857142857143,2.4285714285714284,2.7857142857142856,3,2,3,2,4,2,2,2,3,1,3,2,2.6666666666666665,2.1666666666666665,2.4166666666666665
SC-256,Mujer,40,Universitario,Viudo/a,2,O'Higgins,Org. social,6,Urbano,Bajo,No,No,3,4,2,No,Empleado/a,No,Sí,4,3,4,2,2,3,3,3,1,2,2,3,3,2,2,2,3,2.125,2.5625,4,3,2,3,3,2,3,3,4,4,4,3,2,3,2,2,2,3,2.8333333333333335,3.5,2.3333333333333335,2.888888888888889,3,3,2,2,2,3,4,2,3,4,4,3,3,2,2.7142857142857144,3,2.857142857142857,2,3,2,2,2,2,4,2,4,4,4,3,2.1666666666666665,3.5,2.8333333333333335
SC-257,Mujer,48,Postgrado,Casado/a,3,RM,Junta vecinos,1,Urbano,Medio,No,No,3,NA,27,No,Empleado/a,No,No,4,3,3,4,4,3,4,4,3,4,3,3,3,4,4,4,3.625,3.5,3.5625,3,3,2,3,4,4,3,3,2,3,1,2,3,4,2,3,3,2,3.1666666666666665,2.3333333333333335,2.8333333333333335,2.7777777777777777,2,2,3,3,2,3,2,3,4,4,3,3,2,3,2.4285714285714284,3.142857142857143,2.7857142857142856,4,3,4,3,4,3,3,3,3,2,4,3,3.5,3,3.25
SC-258,Mujer,42,Universitario,Casado/a,1,O'Higgins,Voluntariado,4,Urbano,Medio,No,Sí,2,2,1,No,Empleado/a,No,No,2,3,3,2,4,2,3,1,2,3,2,3,2,3,2,3,2.5,2.5,2.5,3,3,2,2,2,1,3,3,3,1,2,2,3,1,2,3,1,2,2.1666666666666665,2.3333333333333335,2,2.1666666666666665,2,3,3,1,3,3,2,2,2,2,1,1,2,3,2.4285714285714284,1.8571428571428572,2.142857142857143,4,4,4,4,4,4,3,3,3,3,2,3,4,2.8333333333333335,3.4166666666666665
SC-259,Mujer,46,Técnico,Conviviente,2,RM,Cooperativa,6,Urbano,Medio,Sí,No,4,3,2,No,Empleado/a,No,Sí,3,3,3,4,3,3,3,3,3,3,3,2,3,2,2,3,3.125,2.625,2.875,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.7777777777777777,2,4,3,3,3,2,3,2,3,2,2,2,3,3,2.857142857142857,2.4285714285714284,2.642857142857143,2,1,2,3,2,2,2,3,2,2,1,3,2,2.1666666666666665,2.0833333333333335
SC-260,Hombre,47,Básica,Viudo/a,6,Otra,Junta vecinos,13,Semi-rural,Medio,Sí,No,2,2,2,Sí,Jubilado/a,No,Sí,3,3,2,3,4,3,3,2,4,3,3,3,3,2,2,4,2.875,3,2.9375,3,3,2,2,3,2,4,3,2,4,4,4,4,3,3,3,3,4,2.5,3.5,3.3333333333333335,3.111111111111111,2,2,3,3,2,2,3,1,2,2,2,3,2,3,2.4285714285714284,2.142857142857143,2.2857142857142856,4,3,3,4,3,3,3,4,3,4,3,3,3.3333333333333335,3.3333333333333335,3.3333333333333335
SC-261,Hombre,31,Técnico,Conviviente,2,Maule,Club deportivo,15,Urbano,Bajo,Sí,No,1,2,1,No,Jubilado/a,No,Sí,2,3,2,3,3,3,3,3,4,3,3,4,3,4,3,3,2.75,3.375,3.0625,4,3,4,3,4,4,4,4,3,4,4,3,4,3,3,4,3,4,3.6666666666666665,3.6666666666666665,3.5,3.611111111111111,4,4,4,4,2,3,3,3,3,3,2,3,2,3,3.4285714285714284,2.7142857142857144,3.0714285714285716,2,3,4,3,2,2,3,1,3,4,2,4,2.6666666666666665,2.8333333333333335,2.75
SC-262,Mujer,25,Universitario,Viudo/a,1,RM,Org. social,3,Semi-rural,Bajo,Sí,No,3,3,36,No,Jubilado/a,No,Sí,3,3,4,3,3,4,2,3,2,4,2,3,2,3,3,3,3.125,2.75,2.9375,4,4,3,4,4,3,3,3,3,3,3,1,3,3,3,3,3,2,3.6666666666666665,2.6666666666666665,2.8333333333333335,3.0555555555555554,2,3,3,4,2,4,4,3,3,4,3,3,3,2,3.142857142857143,3,3.0714285714285716,4,4,4,3,3,3,3,3,2,3,2,4,3.5,2.8333333333333335,3.1666666666666665
SC-263,Hombre,55,Universitario,Casado/a,4,Valparaíso,Org. social,4,Urbano,Alto,No,No,4,4,3,No,Empleado/a,No,Sí,4,3,3,3,4,3,3,3,3,4,3,2,2,3,2,2,3.25,2.625,2.9375,3,2,2,3,2,2,3,3,3,3,4,2,4,3,3,3,2,3,2.3333333333333335,3,3,2.7777777777777777,4,4,4,3,3,4,3,4,4,4,3,3,4,2,3.5714285714285716,3.4285714285714284,3.5,4,2,4,4,4,4,3,4,4,4,4,4,3.6666666666666665,3.8333333333333335,3.75
SC-264,Mujer,45,Media,Casado/a,2,Maule,Club deportivo,15,Semi-rural,Bajo,No,No,1,1,5,Sí,Independiente,No,Sí,3,4,4,3,3,3,3,4,3,2,2,3,3,2,2,2,3.375,2.375,2.875,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2.1666666666666665,2.3333333333333335,1.6666666666666667,2.0555555555555554,4,3,3,3,3,2,2,1,3,2,4,3,3,3,2.857142857142857,2.7142857142857144,2.7857142857142856,3,4,3,4,2,3,3,3,3,4,4,3,3.1666666666666665,3.3333333333333335,3.25
SC-265,Hombre,20,Media,Soltero/a,3,O'Higgins,Cooperativa,50,Urbano,Medio,Sí,No,2,3,11,No,Labores hogar,No,Sí,2,3,2,3,2,3,3,4,1,1,2,2,2,2,2,2,2.75,1.75,2.25,3,3,3,2,3,3,3,1,1,2,2,2,3,2,2,2,2,2,2.8333333333333335,1.8333333333333333,2.1666666666666665,2.2777777777777777,1,2,2,1,2,2,1,2,2,3,2,3,2,3,1.5714285714285714,2.4285714285714284,2,3,2,2,3,1,2,1,2,1,2,1,2,2.1666666666666665,1.5,1.8333333333333333
SC-266,Mujer,22,Básica,Casado/a,1,O'Higgins,Club deportivo,14,Semi-rural,Alto,No,No,3,4,22,No,Jubilado/a,No,No,4,4,4,4,3,4,4,2,3,3,3,2,4,3,2,2,3.625,2.75,3.1875,4,4,4,4,4,4,2,4,4,3,4,2,3,3,2,3,3,3,4,3.1666666666666665,2.8333333333333335,3.3333333333333335,2,3,2,3,2,3,3,3,3,2,2,3,3,4,2.5714285714285716,2.857142857142857,2.7142857142857144,4,4,4,4,4,3,3,3,3,3,3,3,3.8333333333333335,3,3.4166666666666665
SC-267,Mujer,18,Básica,Casado/a,2,RM,Cooperativa,7,Urbano,Alto,Sí,No,2,5,4,Sí,Independiente,No,No,3,3,3,3,2,3,3,4,2,2,2,3,3,2,2,2,3,2.25,2.625,4,4,4,3,3,2,3,3,4,2,3,2,3,3,3,3,3,3,3.3333333333333335,2.8333333333333335,3,3.0555555555555554,2,2,1,2,1,1,2,3,1,1,2,1,3,1,1.5714285714285714,1.7142857142857142,1.6428571428571428,2,3,3,2,3,3,3,1,3,1,2,3,2.6666666666666665,2.1666666666666665,2.4166666666666665
SC-268,Hombre,33,Técnico,Conviviente,4,Maule,Junta vecinos,3,Urbano,Medio,Sí,No,3,3,5,No,Labores hogar,No,Sí,4,4,3,3,4,4,3,3,4,3,3,2,3,4,4,3,3.5,3.25,3.375,4,3,3,4,4,4,2,4,4,2,3,4,3,2,2,3,2,2,3.6666666666666665,3.1666666666666665,2.3333333333333335,3.0555555555555554,2,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3.5714285714285716,3.2857142857142856,3,3,4,4,4,2,3,4,3,3,3,3,3.3333333333333335,3.1666666666666665,3.25
SC-269,Mujer,24,Media,Conviviente,2,O'Higgins,Junta vecinos,7,Urbano,Medio,No,No,5,2,9,No,Empleado/a,No,Sí,3,3,2,3,4,3,3,1,2,2,3,3,2,2,2,2,2.75,2.25,2.5,4,4,3,4,3,4,3,3,3,2,4,4,2,3,3,4,4,3,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.3333333333333335,2,2,2,2,2,3,3,4,3,2,3,3,2,2,2.2857142857142856,2.7142857142857144,2.5,4,4,4,2,3,1,3,3,3,3,1,2,3,2.5,2.75
SC-270,Hombre,49,Media,Soltero/a,3,RM,Voluntariado,3,Urbano,Medio,Sí,No,3,3,3,Sí,Desempleado/a,No,Sí,3,1,3,3,4,2,3,2,3,3,2,2,3,3,3,3,2.625,2.75,2.6875,2,4,3,2,2,2,3,4,2,3,3,3,3,2,2,3,3,2,2.5,3,2.5,2.6666666666666665,3,2,2,3,3,2,3,2,3,3,3,1,2,3,2.5714285714285716,2.4285714285714284,2.5,2,2,2,2,2,2,1,2,1,3,2,1,2,1.6666666666666667,1.8333333333333333
SC-271,Hombre,57,Básica,Conviviente,3,Maule,Org. social,1,Urbano,Medio,No,Sí,1,NA,14,No,Independiente,No,No,3,2,3,2,3,2,3,4,2,3,3,2,3,1,3,3,2.75,2.5,2.625,4,3,2,2,1,2,3,2,2,3,2,2,1,2,3,3,2,3,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,4,3,3,3,3,3,2,1,2,3,2,1,3,3,2,2.5,2,2,1,2,2,2,2,2,3,1,1,2,1.8333333333333333,1.8333333333333333,1.8333333333333333
SC-272,Mujer,18,Universitario,Soltero/a,3,Maule,Org. social,3,Urbano,Medio,No,Sí,1,3,1,No,Empleado/a,No,Sí,3,2,3,2,2,2,3,2,2,3,2,3,2,1,2,3,2.375,2.25,2.3125,4,3,4,4,3,4,2,3,3,2,3,1,3,3,4,3,3,4,3.6666666666666665,2.3333333333333335,3.3333333333333335,3.111111111111111,3,4,4,3,2,2,3,4,4,4,3,3,3,3,3,3.4285714285714284,3.2142857142857144,2,2,2,1,4,3,4,3,4,3,3,3,2.3333333333333335,3.3333333333333335,2.8333333333333335
SC-273,Mujer,55,Media,Casado/a,3,RM,Junta vecinos,10,Semi-rural,Medio,Sí,No,5,4,1,No,Desempleado/a,Sí,No,3,3,1,2,2,1,1,4,2,2,2,2,2,3,3,2,2.125,2.25,2.1875,4,2,3,3,2,2,3,3,4,3,3,4,3,4,4,4,3,4,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.2222222222222223,3,2,2,2,3,2,2,2,3,3,3,3,2,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,3,2,2,3,4,1,2,1,1,1,1,2.6666666666666665,1.1666666666666667,1.9166666666666667
SC-274,Mujer,46,Postgrado,Casado/a,4,O'Higgins,Junta vecinos,5,Urbano,Alto,Sí,Sí,3,4,NA,No,Jubilado/a,No,Sí,3,3,4,3,3,4,2,4,3,3,3,4,3,3,3,3,3.25,3.125,3.1875,4,4,3,4,4,3,4,4,4,4,4,4,3,4,2,4,3,2,3.6666666666666665,4,3,3.5555555555555554,3,2,2,2,2,3,3,3,4,4,3,4,4,4,2.4285714285714284,3.7142857142857144,3.0714285714285716,3,3,3,3,4,1,2,2,3,3,4,4,2.8333333333333335,3,2.9166666666666665
SC-275,Mujer,57,Universitario,Casado/a,2,RM,Voluntariado,24,Semi-rural,Medio,Sí,Sí,2,1,5,No,Labores hogar,No,Sí,3,4,2,2,2,1,2,2,2,2,2,2,3,2,3,2,2.25,2.25,2.25,2,2,2,2,2,3,3,2,2,2,4,4,2,2,3,1,1,3,2.1666666666666665,2.8333333333333335,2,2.3333333333333335,2,2,1,1,1,3,2,1,2,1,2,2,2,1,1.7142857142857142,1.5714285714285714,1.6428571428571428,2,2,3,2,2,2,3,3,3,4,3,2,2.1666666666666665,3,2.5833333333333335
SC-276,Hombre,61,Básica,Soltero/a,2,RM,Voluntariado,34,Urbano,Medio,No,No,3,4,8,No,Independiente,Sí,No,4,3,4,4,3,3,3,3,2,2,3,4,3,3,3,2,3.375,2.75,3.0625,4,3,2,3,4,4,4,3,3,3,3,2,3,4,4,2,3,3,3.3333333333333335,3,3.1666666666666665,3.1666666666666665,2,3,3,2,2,2,2,4,4,3,4,3,3,2,2.2857142857142856,3.2857142857142856,2.7857142857142856,4,4,2,4,3,4,2,2,4,2,3,3,3.5,2.6666666666666665,3.0833333333333335
SC-277,Hombre,43,Media,Soltero/a,2,RM,Voluntariado,2,Semi-rural,Alto,Sí,No,4,5,11,No,Empleado/a,No,Sí,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,3.625,3.875,3.75,4,3,4,3,3,4,4,3,4,3,3,2,3,3,3,4,3,3,3.5,3.1666666666666665,3.1666666666666665,3.2777777777777777,3,4,3,2,3,3,3,4,4,3,4,4,4,4,3,3.857142857142857,3.4285714285714284,2,4,4,4,4,4,4,4,3,3,4,3,3.6666666666666665,3.5,3.5833333333333335
SC-278,Hombre,67,Media,Separado/a,1,Valparaíso,Voluntariado,17,Rural,Medio,Sí,No,3,5,1,No,Empleado/a,No,Sí,3,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3.75,3.5,3.625,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,3,3,2,4,3.7142857142857144,3,3.357142857142857,4,3,3,3,4,3,4,4,4,4,3,3,3.3333333333333335,3.6666666666666665,3.5
SC-279,Mujer,35,Media,Conviviente,5,RM,Voluntariado,17,Semi-rural,Bajo,No,No,5,4,31,No,Empleado/a,Sí,Sí,3,3,3,3,1,3,2,2,2,2,3,2,3,3,3,2,2.5,2.5,2.5,3,4,2,3,4,3,4,2,2,3,3,2,3,4,3,3,3,2,3.1666666666666665,2.6666666666666665,3,2.9444444444444446,4,3,4,4,4,4,4,4,3,4,1,3,4,4,3.857142857142857,3.2857142857142856,3.5714285714285716,3,4,3,1,4,3,2,2,3,3,3,2,3,2.5,2.75
SC-280,Hombre,52,Media,Casado/a,2,RM,Org. social,8,Rural,Bajo,Sí,No,4,4,2,No,Jubilado/a,No,No,3,4,4,3,4,3,4,3,4,4,3,3,4,2,4,4,3.5,3.5,3.5,3,4,2,3,2,4,4,2,2,4,3,3,2,2,2,2,3,3,3,3,2.3333333333333335,2.7777777777777777,3,2,3,3,3,3,3,3,2,4,2,3,4,3,2.857142857142857,3,2.9285714285714284,3,2,3,1,4,3,2,1,4,3,3,3,2.6666666666666665,2.6666666666666665,2.6666666666666665
SC-281,Hombre,28,Media,Casado/a,3,O'Higgins,Club deportivo,44,Urbano,Medio,No,No,3,4,4,No,Jubilado/a,No,No,3,3,4,2,2,3,3,2,3,1,3,2,3,3,2,3,2.75,2.5,2.625,3,4,3,4,3,4,3,2,2,2,4,3,4,4,3,4,4,3,3.5,2.6666666666666665,3.6666666666666665,3.2777777777777777,4,4,3,4,3,4,4,3,3,2,2,1,4,3,3.7142857142857144,2.5714285714285716,3.142857142857143,3,3,3,3,3,4,2,2,3,3,2,3,3.1666666666666665,2.5,2.8333333333333335
SC-282,Mujer,68,Técnico,Casado/a,0,RM,Org. social,21,Urbano,Bajo,Sí,Sí,1,2,3,Sí,Empleado/a,Sí,No,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1.875,1.625,1.75,2,1,2,2,2,2,2,2,3,1,2,4,2,1,2,2,1,2,1.8333333333333333,2.3333333333333335,1.6666666666666667,1.9444444444444444,1,1,2,1,2,2,2,3,2,2,2,2,2,2,1.5714285714285714,2.142857142857143,1.8571428571428572,2,2,3,3,3,4,1,1,1,2,2,2,2.8333333333333335,1.5,2.1666666666666665
SC-283,Mujer,61,Universitario,Conviviente,5,RM,Junta vecinos,38,Urbano,Medio,No,No,2,3,9,No,Empleado/a,No,Sí,4,4,3,4,3,3,4,4,2,2,2,2,2,1,2,3,3.625,2,2.8125,3,4,3,3,3,4,3,2,4,3,3,4,4,2,4,2,4,2,3.3333333333333335,3.1666666666666665,3,3.1666666666666665,3,3,4,4,3,4,3,4,1,2,2,3,3,3,3.4285714285714284,2.5714285714285716,3,3,3,3,3,2,2,3,2,2,3,3,2,2.6666666666666665,2.5,2.5833333333333335
SC-284,Hombre,54,Universitario,Casado/a,2,Valparaíso,Voluntariado,24,Urbano,Bajo,No,Sí,3,3,2,No,Independiente,No,Sí,2,1,1,1,1,1,1,2,2,1,3,2,1,1,2,3,1.25,1.875,1.5625,2,1,2,2,3,2,3,1,3,2,2,2,2,2,2,3,1,2,2,2.1666666666666665,2,2.0555555555555554,2,3,2,3,2,3,2,2,2,2,2,2,1,2,2.4285714285714284,1.8571428571428572,2.142857142857143,3,3,2,3,2,1,3,3,2,2,2,3,2.3333333333333335,2.5,2.4166666666666665
SC-285,Hombre,50,Básica,Conviviente,2,Otra,Cooperativa,31,Semi-rural,Medio,Sí,No,2,3,3,No,Independiente,No,Sí,4,2,4,2,2,4,3,1,3,2,2,2,2,2,3,3,2.75,2.375,2.5625,4,4,3,2,3,4,4,4,3,3,3,2,3,3,4,3,3,3,3.3333333333333335,3.1666666666666665,3.1666666666666665,3.2222222222222223,4,1,2,2,3,3,2,3,3,2,4,2,3,3,2.4285714285714284,2.857142857142857,2.642857142857143,2,1,3,3,3,3,3,4,2,3,3,4,2.5,3.1666666666666665,2.8333333333333335
SC-286,Mujer,56,Técnico,Conviviente,1,RM,Club deportivo,16,Rural,Bajo,Sí,Sí,2,4,1,No,Jubilado/a,No,Sí,2,3,3,3,2,2,3,3,3,1,3,1,3,3,3,1,2.625,2.25,2.4375,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2.6666666666666665,2.6666666666666665,2.8333333333333335,2.7222222222222223,3,3,1,3,2,2,3,2,3,1,3,3,2,2,2.4285714285714284,2.2857142857142856,2.357142857142857,1,1,1,1,1,4,3,2,2,2,1,3,1.5,2.1666666666666665,1.8333333333333333
SC-287,Mujer,42,Técnico,Conviviente,2,RM,Cooperativa,2,Urbano,Bajo,No,No,2,2,11,No,Desempleado/a,Sí,Sí,3,2,2,3,4,3,2,4,2,2,2,2,3,3,2,1,2.875,2.125,2.5,2,3,2,1,3,2,2,2,3,2,2,3,4,2,2,2,2,3,2.1666666666666665,2.3333333333333335,2.5,2.3333333333333335,3,2,3,3,3,3,3,4,3,2,3,3,3,2,2.857142857142857,2.857142857142857,2.857142857142857,4,2,2,2,2,1,1,2,3,2,3,3,2.1666666666666665,2.3333333333333335,2.25
SC-288,Hombre,64,Técnico,Soltero/a,1,RM,Org. social,2,Rural,Medio,Sí,Sí,2,1,1,No,Independiente,No,No,1,1,3,1,1,2,3,1,2,2,2,2,2,2,2,1,1.625,1.875,1.75,1,2,1,3,1,3,2,2,2,1,1,2,3,3,2,3,3,3,1.8333333333333333,1.6666666666666667,2.8333333333333335,2.111111111111111,3,4,4,2,3,3,3,4,3,3,2,4,2,2,3.142857142857143,2.857142857142857,3,2,2,2,1,2,2,2,1,1,1,1,1,1.8333333333333333,1.1666666666666667,1.5
SC-289,Hombre,47,Técnico,Casado/a,3,RM,Junta vecinos,7,Semi-rural,Bajo,Sí,No,2,5,1,Sí,Desempleado/a,No,No,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,3.875,3.5,3.6875,2,2,3,2,2,2,2,2,4,2,3,3,4,4,4,3,4,4,2.1666666666666665,2.6666666666666665,3.8333333333333335,2.888888888888889,3,4,3,4,2,2,3,2,3,2,4,3,3,3,3,2.857142857142857,2.9285714285714284,2,3,2,3,3,3,4,4,3,3,3,3,2.6666666666666665,3.3333333333333335,3
SC-290,Hombre,48,Técnico,Soltero/a,3,RM,Org. social,7,Urbano,Bajo,No,No,2,4,6,No,Labores hogar,No,No,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2.5,2.375,2.4375,3,3,3,3,4,3,3,3,3,3,3,2,4,3,4,4,3,4,3.1666666666666665,2.8333333333333335,3.6666666666666665,3.2222222222222223,2,4,2,2,2,2,3,2,2,4,2,2,2,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,2,1,1,2,1,2,2,2,1,2,2,2,1.5,1.8333333333333333,1.6666666666666667
SC-291,Hombre,28,Universitario,Viudo/a,3,RM,Voluntariado,5,Semi-rural,Alto,Sí,Sí,2,3,8,Sí,Desempleado/a,No,Sí,3,4,2,4,3,4,4,2,2,3,3,2,2,1,3,3,3.25,2.375,2.8125,2,2,2,3,3,3,2,2,2,3,2,3,3,2,2,2,2,2,2.5,2.3333333333333335,2.1666666666666665,2.3333333333333335,3,3,3,2,3,2,3,1,2,2,2,3,3,1,2.7142857142857144,2,2.357142857142857,3,3,3,3,3,3,2,2,2,3,2,3,3,2.3333333333333335,2.6666666666666665
SC-292,Hombre,55,Postgrado,Casado/a,3,RM,Club deportivo,29,Rural,Bajo,No,No,5,3,17,No,Independiente,No,Sí,3,2,4,3,3,3,3,1,3,3,4,4,3,3,4,4,2.75,3.5,3.125,3,3,4,2,3,1,3,4,2,2,4,3,4,4,4,3,3,3,2.6666666666666665,3,3.5,3.0555555555555554,3,3,4,3,2,3,3,4,3,3,2,4,4,4,3,3.4285714285714284,3.2142857142857144,4,3,4,3,3,3,3,3,2,4,3,4,3.3333333333333335,3.1666666666666665,3.25
SC-293,Mujer,66,Técnico,Casado/a,5,Otra,Junta vecinos,26,Semi-rural,Bajo,Sí,No,3,NA,1,No,Desempleado/a,Sí,Sí,3,2,3,2,3,2,3,2,2,3,1,4,3,3,3,2,2.5,2.625,2.5625,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2.5,2.8333333333333335,2,2.4444444444444446,2,2,2,3,3,2,2,2,3,2,2,3,2,4,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,2,1,2,3,1,2,2,2,1,2,2,1.8333333333333333,1.8333333333333333,1.8333333333333333
SC-294,Hombre,41,Media,Separado/a,3,RM,Club deportivo,19,Urbano,Bajo,No,Sí,1,1,4,No,Desempleado/a,No,Sí,2,2,1,2,2,2,1,3,1,1,2,1,2,2,1,2,1.875,1.5,1.6875,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1.1666666666666667,1.5,1.1666666666666667,1.2777777777777777,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1.5714285714285714,1.2857142857142858,1.4285714285714286,3,2,1,2,2,1,1,2,1,1,1,1,1.8333333333333333,1.1666666666666667,1.5
SC-295,Mujer,32,Postgrado,Separado/a,3,RM,Junta vecinos,34,Urbano,Bajo,Sí,No,4,4,6,No,Empleado/a,No,Sí,3,2,3,3,4,4,2,2,3,2,3,2,3,4,3,3,2.875,2.875,2.875,3,4,4,4,2,2,3,3,2,2,3,2,4,2,3,3,4,2,3.1666666666666665,2.5,3,2.888888888888889,4,3,3,4,2,4,4,4,4,3,4,3,1,4,3.4285714285714284,3.2857142857142856,3.357142857142857,2,1,2,2,3,3,3,4,4,2,3,4,2.1666666666666665,3.3333333333333335,2.75
SC-296,Hombre,75,Media,Casado/a,3,RM,Cooperativa,8,Urbano,Medio,No,No,2,1,5,No,Jubilado/a,No,No,4,2,3,3,3,2,4,3,3,3,2,3,4,3,2,2,3,2.75,2.875,3,3,2,4,3,3,3,4,3,3,2,3,2,2,2,2,2,3,3,3,2.1666666666666665,2.7222222222222223,2,2,2,3,2,3,2,4,2,3,3,3,2,4,2.2857142857142856,3,2.642857142857143,4,4,4,4,3,2,3,4,3,3,3,3,3.5,3.1666666666666665,3.3333333333333335
SC-297,Mujer,57,Media,Casado/a,4,Otra,Org. social,10,Urbano,Bajo,Sí,Sí,3,3,13,Sí,Jubilado/a,No,Sí,2,2,2,2,3,2,2,3,3,4,4,4,3,3,4,2,2.25,3.375,2.8125,2,2,2,2,3,2,2,3,4,1,3,2,4,4,4,3,3,4,2.1666666666666665,2.5,3.6666666666666665,2.7777777777777777,4,3,3,3,4,4,4,4,4,2,4,4,4,3,3.5714285714285716,3.5714285714285716,3.5714285714285716,4,2,4,3,2,3,1,3,2,2,3,2,3,2.1666666666666665,2.5833333333333335
